,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
23,Ladder,20211012T171844.000Z,KopoJlb Umnepuu,~♤Gianpaolo♤~,1,0,Hog Rider,Cannon,Musketeer,Fireball,Skeletons,Ice Golem,Electro Spirit,The Log,Mother Witch,Zap,Fireball,Fisherman,P.E.K.K.A,Elite Barbarians,Electro Wizard,Battle Ram
24,Ladder,20211012T171203.000Z,KopoJlb Umnepuu,GN Iván,1,0,Hog Rider,Cannon,Musketeer,Fireball,Skeletons,Ice Golem,Electro Spirit,The Log,Ice Golem,Hog Rider,Skeletons,Musketeer,Cannon,The Log,Ice Spirit,Fireball
0,Ladder,20211014T033512.000Z,Diego gfp,[H] Rainbow,1,0,Musketeer,Cannon,Ice Spirit,The Log,Fireball,Hog Rider,Ice Golem,Skeletons,Bandit,Barbarian Barrel,Dark Prince,Electro Wizard,Fireball,Mother Witch,P.E.K.K.A,Ram Rider
1,Ladder,20211014T032907.000Z,Diego gfp,YAEL,1,0,Musketeer,Cannon,Ice Spirit,The Log,Fireball,Hog Rider,Ice Golem,Skeletons,Royal Giant,Fisherman,Mother Witch,Mega Minion,Electro Spirit,Dark Prince,Fireball,The Log
2,Ladder,20211014T032511.000Z,Diego gfp,Juan David,1,3,Musketeer,Cannon,Ice Spirit,The Log,Fireball,Hog Rider,Ice Golem,Skeletons,Lava Hound,Skeleton Army,Inferno Dragon,Minions,Fireball,Balloon,Bomber,Giant Snowball
3,Ladder,20211014T030930.000Z,Diego gfp,lithos l daizin,1,0,Musketeer,Cannon,Ice Spirit,The Log,Fireball,Hog Rider,Ice Golem,Skeletons,Goblin Giant,Prince,Dark Prince,Goblin Gang,Spear Goblins,Bats,Fireball,Zap
4,Ladder,20211014T030438.000Z,Diego gfp,Trueno⚡️,0,1,Musketeer,Cannon,Ice Spirit,The Log,Fireball,Hog Rider,Ice Golem,Skeletons,Lava Hound,Flying Machine,Skeleton Dragons,Mega Minion,Goblin Cage,Miner,Guards,Arrows
5,Ladder,20211014T030058.000Z,Diego gfp,OneSηιρєzᴳᵒᵈ,3,0,Musketeer,Cannon,Ice Spirit,The Log,Fireball,Hog Rider,Ice Golem,Skeletons,Giant,Three Musketeers,Elixir Collector,Minion Horde,Dark Prince,Goblin Gang,Zap,Heal Spirit
6,Ladder,20211014T025854.000Z,Diego gfp,CHN丨这货不是渣渣希,0,1,Musketeer,Cannon,Ice Spirit,The Log,Fireball,Hog Rider,Ice Golem,Skeletons,Mega Knight,Bandit,Ram Rider,Barbarian Barrel,Inferno Dragon,Giant Snowball,Poison,Electro Wizard
7,Ladder,20211014T013429.000Z,Diego gfp,Luciffer 69,1,0,Musketeer,Cannon,Ice Spirit,The Log,Fireball,Hog Rider,Ice Golem,Skeletons,Furnace,Fireball,Flying Machine,Barbarian Barrel,Goblin Hut,Cannon Cart,Elite Barbarians,Mother Witch
8,Ladder,20211014T004034.000Z,Diego gfp,iPhone™,0,1,Musketeer,Cannon,Ice Spirit,The Log,Fireball,Hog Rider,Ice Golem,Skeletons,Royal Giant,Mother Witch,Dark Prince,The Log,Fisherman,Fireball,Electro Spirit,Mega Minion
9,Ladder,20211014T003522.000Z,Diego gfp,(S*・ﻌ・*T),0,1,Musketeer,Cannon,Ice Spirit,The Log,Fireball,Hog Rider,Ice Golem,Skeletons,Goblin Giant,Sparky,Mini P.E.K.K.A,Dark Prince,Electro Wizard,Mega Minion,Rage,Zap
10,TeamVsTeamLadder,20211013T230638.000Z,Diego gfp,Amador,1,0,Musketeer,Cannon,Ice Spirit,The Log,Fireball,Hog Rider,Ice Golem,Skeletons,Wizard,Giant Skeleton,X-Bow,Tesla,Firecracker,Arrows,Mirror,Valkyrie
11,TeamVsTeamLadder,20211013T225708.000Z,Diego gfp,CR7,1,0,Musketeer,Cannon,Ice Spirit,The Log,Fireball,Hog Rider,Ice Golem,Skeletons,Goblin Gang,Freeze,Wizard,Goblin Barrel,Fireball,Executioner,Hog Rider,Valkyrie
12,Ladder,20211013T220007.000Z,Diego gfp,stan f,1,0,Musketeer,Cannon,Ice Spirit,The Log,Fireball,Hog Rider,Ice Golem,Skeletons,Royal Hogs,Royal Recruits,Zappies,Flying Machine,Fireball,Arrows,Goblin Cage,Barbarian Barrel
13,Ladder,20211013T215107.000Z,Diego gfp,Seif,1,0,Musketeer,Cannon,Ice Spirit,The Log,Fireball,Hog Rider,Ice Golem,Skeletons,Golem,Fireball,Night Witch,Tornado,Elite Barbarians,Baby Dragon,Skeleton Dragons,Barbarian Barrel
14,Ladder,20211013T214619.000Z,Diego gfp,GerasRepXD,0,1,Musketeer,Cannon,Ice Spirit,The Log,Fireball,Hog Rider,Ice Golem,Skeletons,Giant,Goblin Gang,Arrows,Mega Minion,Graveyard,Tombstone,Poison,Electro Wizard
15,Ladder,20211013T213923.000Z,Diego gfp,Cris72 ツ,1,0,Musketeer,Cannon,Ice Spirit,The Log,Fireball,Hog Rider,Ice Golem,Skeletons,Archers,X-Bow,Knight,Fireball,Skeletons,Tesla,The Log,Ice Spirit
16,Ladder,20211013T213409.000Z,Diego gfp,⚡火狼氷❄️,0,1,Musketeer,Cannon,Ice Spirit,The Log,Fireball,Hog Rider,Ice Golem,Skeletons,Dark Prince,Fireball,Barbarian Barrel,Mega Minion,Royal Giant,Lumberjack,Electro Wizard,Goblin Cage
17,Ladder,20211013T212909.000Z,Diego gfp,Nova I Afo,1,0,Musketeer,Cannon,Ice Spirit,The Log,Fireball,Hog Rider,Ice Golem,Skeletons,Giant,Electro Wizard,Zap,Prince,Dark Prince,Miner,Mega Minion,Fireball
18,Ladder,20211013T212110.000Z,Diego gfp,TESTERE,1,0,Musketeer,Cannon,Ice Spirit,The Log,Fireball,Hog Rider,Ice Golem,Skeletons,Giant,Fireball,Mega Minion,The Log,Miner,Hunter,Zap,Guards
19,Ladder,20211013T211643.000Z,Diego gfp,Saul Goodman,0,1,Musketeer,Cannon,Ice Spirit,The Log,Fireball,Hog Rider,Ice Golem,Skeletons,Spear Goblins,Wall Breakers,Magic Archer,Bomb Tower,Fireball,Miner,Valkyrie,Tornado
20,Ladder,20211013T211107.000Z,Diego gfp,Trueno⚡️,1,0,Musketeer,Cannon,Ice Spirit,The Log,Fireball,Hog Rider,Ice Golem,Skeletons,Royal Giant,Fisherman,Hunter,Royal Ghost,Electro Spirit,Skeletons,Fireball,The Log
21,Ladder,20211013T210623.000Z,Diego gfp,Juuso14,0,1,Musketeer,Cannon,Ice Spirit,The Log,Fireball,Hog Rider,Ice Golem,Skeletons,Dark Prince,Electro Wizard,Elite Barbarians,Goblin Giant,Heal Spirit,Rage,Sparky,Zap
22,Ladder,20211013T210231.000Z,Diego gfp,<c2>⚡️Manuel⚡️,0,3,Musketeer,Cannon,Ice Spirit,The Log,Fireball,Hog Rider,Ice Golem,Skeletons,Musketeer,Graveyard,Arrows,Bats,Giant,Giant Snowball,Elite Barbarians,Skeleton Army
23,Ladder,20211013T194158.000Z,Diego gfp,Sjoerd,1,0,Musketeer,Cannon,Ice Spirit,The Log,Fireball,Hog Rider,Ice Golem,Skeletons,Royal Giant,Fisherman,The Log,Mother Witch,Royal Ghost,Electro Spirit,Fireball,Mega Minion
24,Ladder,20211013T193737.000Z,Diego gfp,GM│Kalibre,1,0,Musketeer,Cannon,Ice Spirit,The Log,Fireball,Hog Rider,Ice Golem,Skeletons,Electro Wizard,Fireball,Zap,Magic Archer,Bandit,Battle Ram,Royal Ghost,P.E.K.K.A
0,Ladder,20211014T020609.000Z,jorge navarrete,ᴀɴɢ★ᴍᴇᴛᴀᴛʀᴏɴ⚡,1,0,Cannon,The Log,Hog Rider,Musketeer,Skeletons,Fireball,Ice Spirit,Ice Golem,Rascals,Prince,Dart Goblin,Princess,Goblin Gang,Goblin Barrel,Rocket,The Log
1,Ladder,20211014T020212.000Z,jorge navarrete,AL | Perfect ❤️,0,1,Cannon,The Log,Hog Rider,Musketeer,Skeletons,Fireball,Ice Spirit,Ice Golem,Lumberjack,Barbarian Barrel,Bowler,Balloon,Electro Dragon,Inferno Dragon,Freeze,Tornado
2,Ladder,20211014T015621.000Z,jorge navarrete,Juan David,0,1,Cannon,The Log,Hog Rider,Musketeer,Skeletons,Fireball,Ice Spirit,Ice Golem,Lava Hound,Skeleton Army,Inferno Dragon,Minions,Fireball,Balloon,Bomber,Giant Snowball
3,Ladder,20211014T015213.000Z,jorge navarrete,Luciffer 69,0,3,Cannon,The Log,Hog Rider,Musketeer,Skeletons,Fireball,Ice Spirit,Ice Golem,Furnace,Fireball,Flying Machine,Barbarian Barrel,Goblin Hut,Cannon Cart,Elite Barbarians,Mother Witch
4,Challenge,20211014T014759.000Z,jorge navarrete,☠Decade☠,0,1,Cannon,The Log,Hog Rider,Musketeer,Skeletons,Fireball,Ice Spirit,Ice Golem,Minions,Fireball,Zap,Electro Wizard,Bandit,Battle Ram,Royal Ghost,P.E.K.K.A
5,Challenge,20211014T014233.000Z,jorge navarrete,♠Pablo♠,1,0,Cannon,The Log,Hog Rider,Musketeer,Skeletons,Fireball,Ice Spirit,Ice Golem,Goblin Barrel,Rascals,Princess,Dark Prince,Rocket,Bandit,Cannon Cart,Giant Snowball
6,Challenge,20211014T013653.000Z,jorge navarrete,Miłosz,1,0,Cannon,The Log,Hog Rider,Musketeer,Skeletons,Fireball,Ice Spirit,Ice Golem,Skeletons,Cannon Cart,Royal Hogs,Skeleton Dragons,Mother Witch,Goblin Cage,Fireball,The Log
7,Challenge,20211014T013320.000Z,jorge navarrete,AlierenFan,1,0,Cannon,The Log,Hog Rider,Musketeer,Skeletons,Fireball,Ice Spirit,Ice Golem,Lava Hound,Balloon,Zap,Tombstone,Mega Minion,Skeleton Dragons,Fireball,Guards
8,Challenge,20211014T012946.000Z,jorge navarrete,<c2>SteelBullet,1,0,Cannon,The Log,Hog Rider,Musketeer,Skeletons,Fireball,Ice Spirit,Ice Golem,Balloon,Lumberjack,Inferno Dragon,Freeze,Skeleton Army,Barbarian Barrel,Wizard,Valkyrie
9,Challenge,20211014T012631.000Z,jorge navarrete,PRP ⚡️J.Rico⚡️,1,0,Cannon,The Log,Hog Rider,Musketeer,Skeletons,Fireball,Ice Spirit,Ice Golem,Royal Giant,Fisherman,Mother Witch,Mega Minion,Electro Spirit,Dark Prince,Fireball,The Log
10,Challenge,20211014T012303.000Z,jorge navarrete,100%SC,0,1,Cannon,The Log,Hog Rider,Musketeer,Skeletons,Fireball,Ice Spirit,Ice Golem,P.E.K.K.A,Mega Knight,Executioner,Electro Wizard,Balloon,Freeze,Tornado,Zap
11,Challenge,20211014T011928.000Z,jorge navarrete,Lautrec❤️Fina,1,0,Cannon,The Log,Hog Rider,Musketeer,Skeletons,Fireball,Ice Spirit,Ice Golem,Lava Hound,Balloon,Inferno Dragon,Fireball,Minions,Tombstone,Guards,Zap
12,Ladder,20211014T011538.000Z,jorge navarrete,Ziad,1,0,Cannon,The Log,Hog Rider,Musketeer,Skeletons,Fireball,Ice Spirit,Ice Golem,Dark Prince,Electro Wizard,Goblin Giant,Mega Minion,Mini P.E.K.K.A,Rage,Sparky,Zap
13,Ladder,20211014T011116.000Z,jorge navarrete,Limit I ぼん,0,1,Cannon,The Log,Hog Rider,Musketeer,Skeletons,Fireball,Ice Spirit,Ice Golem,P.E.K.K.A,Executioner,Inferno Dragon,Dark Prince,Graveyard,Electro Spirit,Tornado,Freeze
14,Ladder,20211014T010654.000Z,jorge navarrete,清歌丨Nicoco23¶,0,1,Cannon,The Log,Hog Rider,Musketeer,Skeletons,Fireball,Ice Spirit,Ice Golem,Goblin Giant,Sparky,Elite Barbarians,Mother Witch,Heal Spirit,Minions,Rage,Zap
15,Ladder,20211014T010312.000Z,jorge navarrete,Armando BR™,1,0,Cannon,The Log,Hog Rider,Musketeer,Skeletons,Fireball,Ice Spirit,Ice Golem,Golem,Night Witch,Baby Dragon,Skeleton Dragons,Elite Barbarians,Tornado,Fireball,Barbarian Barrel
16,Ladder,20211014T005814.000Z,jorge navarrete,ノブーーー,1,0,Cannon,The Log,Hog Rider,Musketeer,Skeletons,Fireball,Ice Spirit,Ice Golem,Valkyrie,Tesla,Rocket,Goblin Barrel,Princess,Ice Spirit,Skeletons,The Log
17,Ladder,20211014T005322.000Z,jorge navarrete,♤ FIĐEL ♤,1,0,Cannon,The Log,Hog Rider,Musketeer,Skeletons,Fireball,Ice Spirit,Ice Golem,Royal Recruits,Minions,Balloon,Miner,Inferno Dragon,Fireball,Lumberjack,Zap
18,Ladder,20211014T004942.000Z,jorge navarrete,⚡️Ⓜ️ elmelegy⚡️,1,0,Cannon,The Log,Hog Rider,Musketeer,Skeletons,Fireball,Ice Spirit,Ice Golem,P.E.K.K.A,Bandit,Battle Ram,Royal Ghost,Magic Archer,Electro Wizard,Zap,Fireball
19,Ladder,20211014T004436.000Z,jorge navarrete,EA Gabs™️✨,1,2,Cannon,The Log,Hog Rider,Musketeer,Skeletons,Fireball,Ice Spirit,Ice Golem,Lava Hound,Skeleton Army,Inferno Dragon,Minions,Balloon,Bomber,Fireball,Giant Snowball
20,Ladder,20211014T004021.000Z,jorge navarrete,CMG ⚡SamHeяø⚡,0,1,Cannon,The Log,Hog Rider,Musketeer,Skeletons,Fireball,Ice Spirit,Ice Golem,P.E.K.K.A,Electro Wizard,Royal Ghost,Battle Ram,Bandit,Fireball,Zap,Magic Archer
21,Ladder,20211014T003601.000Z,jorge navarrete,ByMateo❤,0,1,Cannon,The Log,Hog Rider,Musketeer,Skeletons,Fireball,Ice Spirit,Ice Golem,Arrows,Balloon,Barbarians,Skeleton Army,Ice Wizard,Royal Hogs,Inferno Dragon,Zap
22,Ladder,20211014T003158.000Z,jorge navarrete,Caja De Arena,0,1,Cannon,The Log,Hog Rider,Musketeer,Skeletons,Fireball,Ice Spirit,Ice Golem,Lumberjack,Inferno Dragon,Tornado,Freeze,Bowler,Balloon,Baby Dragon,Barbarian Barrel
23,Ladder,20211014T002705.000Z,jorge navarrete,PowerStrike,0,1,Cannon,The Log,Hog Rider,Musketeer,Skeletons,Fireball,Ice Spirit,Ice Golem,Goblin Drill,Wall Breakers,Fireball,Fire Spirit,Inferno Tower,Valkyrie,The Log,Spear Goblins
24,Ladder,20211014T002221.000Z,jorge navarrete,Ziad,1,0,Cannon,The Log,Hog Rider,Musketeer,Skeletons,Fireball,Ice Spirit,Ice Golem,Dark Prince,Electro Wizard,Goblin Giant,Mega Minion,Mini P.E.K.K.A,Rage,Sparky,Zap
0,Ladder,20211013T195224.000Z,Nova I Matt™,⚡Fran Insane⚡,0,0,Ice Golem,Hog Rider,Musketeer,Fireball,Ice Spirit,Cannon,Skeletons,The Log,Goblin Barrel,Dart Goblin,Fireball,Skeleton Army,Inferno Tower,Skeleton Barrel,The Log,Valkyrie
1,Ladder,20211013T194540.000Z,Nova I Matt™,Viníciusツ™,0,0,Ice Golem,Hog Rider,Musketeer,Fireball,Ice Spirit,Cannon,Skeletons,The Log,Lava Hound,Flying Machine,Guards,Miner,Mega Minion,Fireball,Goblin Cage,Baby Dragon
2,Ladder,20211013T043210.000Z,Nova I Matt™,Will X,1,0,Ice Golem,Hog Rider,Musketeer,Fireball,Ice Spirit,Cannon,Skeletons,The Log,Ice Golem,Balloon,Zap,Fireball,Miner,Inferno Dragon,Goblin Cage,Mega Minion
3,Ladder,20211013T042556.000Z,Nova I Matt™,EA Alex✨,0,1,Ice Golem,Hog Rider,Musketeer,Fireball,Ice Spirit,Cannon,Skeletons,The Log,Royal Giant,Barbarians,Fireball,Zap,Ice Wizard,Inferno Dragon,Miner,Tornado
4,Ladder,20211012T120155.000Z,Nova I Matt™,⚡Đ₳Ɽ₭悪,1,0,Ice Golem,Hog Rider,Musketeer,Fireball,Ice Spirit,Cannon,Skeletons,The Log,Golem,Elite Barbarians,Baby Dragon,Skeleton Dragons,Barbarian Barrel,Night Witch,Fireball,Tornado
5,Friendly,20211012T102015.000Z,Nova I Matt™,Ronnie07,1,0,Valkyrie,Miner,Wall Breakers,Bomb Tower,The Log,Spear Goblins,Tornado,Magic Archer,Ice Spirit,Rocket,Goblin Gang,Inferno Tower,Knight,Princess,Goblin Barrel,The Log
6,Friendly,20211012T101648.000Z,Nova I Matt™,Ronnie07,1,0,Valkyrie,Miner,Wall Breakers,Bomb Tower,The Log,Spear Goblins,Tornado,Magic Archer,Mega Knight,Skeleton Army,Princess,The Log,Bats,Hog Rider,Furnace,Firecracker
7,Friendly,20211012T094024.000Z,Nova I Matt™,Ronnie07,1,0,Knight,Cannon Cart,Earthquake,Mortar,Musketeer,Spear Goblins,Royal Hogs,Royal Delivery,Cannon,The Log,Hog Rider,Musketeer,Skeletons,Ice Spirit,Fireball,Ice Golem
8,Ladder,20211011T231224.000Z,Nova I Matt™,Adrian 11,0,1,Royal Giant,Skeletons,The Log,Mother Witch,Electro Spirit,Fisherman,Fireball,Mega Minion,Arrows,Tombstone,Giant,The Log,Bandit,Electro Wizard,Inferno Dragon,Sparky
9,Ladder,20211011T230744.000Z,Nova I Matt™,Hxm❤️Bandit,0,1,Ice Golem,Hog Rider,Musketeer,Fireball,Ice Spirit,Cannon,Skeletons,The Log,Barbarian Barrel,Royal Ghost,Ice Golem,Three Musketeers,Bandit,Elixir Collector,Elite Barbarians,Heal Spirit
10,Ladder,20211011T211326.000Z,Nova I Matt™,TRB Wallace,0,1,Ice Golem,Hog Rider,Musketeer,Fireball,Ice Spirit,Cannon,Skeletons,The Log,Skeletons,Fire Spirit,Bomber,Royal Ghost,Bandit,Tesla,Princess,Goblin Drill
11,Ladder,20211011T210838.000Z,Nova I Matt™,~♤Gianpaolo♤~,1,0,Ice Golem,Hog Rider,Musketeer,Fireball,Ice Spirit,Cannon,Skeletons,The Log,Mother Witch,Zap,Fireball,Fisherman,P.E.K.K.A,Elite Barbarians,Electro Wizard,Battle Ram
12,Ladder,20211011T210358.000Z,Nova I Matt™,-QTR-,0,1,Ice Golem,Hog Rider,Musketeer,Fireball,Ice Spirit,Cannon,Skeletons,The Log,Royal Giant,Fisherman,The Log,Hunter,Electro Spirit,Mother Witch,Fireball,Skeletons
13,Ladder,20211011T205516.000Z,Nova I Matt™,✨YAHO✨,1,0,Ice Golem,Hog Rider,Musketeer,Fireball,Ice Spirit,Cannon,Skeletons,The Log,Lava Hound,Balloon,Mega Minion,Skeleton Dragons,Tombstone,Barbarians,Fireball,Zap
14,Ladder,20211011T195859.000Z,Nova I Matt™,RS たぁ,0,3,Ice Golem,Hog Rider,Musketeer,Fireball,Ice Spirit,Cannon,Skeletons,The Log,Valkyrie,Tesla,Princess,Goblin Barrel,Skeletons,Tornado,The Log,Rocket
15,Ladder,20211011T195549.000Z,Nova I Matt™,EA Gabs™️✨,0,3,The Log,Skeletons,Tesla,Valkyrie,Firecracker,Earthquake,Ice Spirit,Hog Rider,Giant Snowball,Mega Minion,Barbarian Barrel,Tornado,Bowler,Golem,Inferno Dragon,Graveyard
16,Ladder,20211011T195315.000Z,Nova I Matt™,デブタスク,0,1,Ice Golem,Hog Rider,Musketeer,Fireball,Ice Spirit,Cannon,Skeletons,The Log,Valkyrie,Hog Rider,Firecracker,Earthquake,Skeletons,Fire Spirit,Tesla,The Log
17,Ladder,20211011T194457.000Z,Nova I Matt™,Luiz Ricardo,1,0,Ice Golem,Hog Rider,Musketeer,Fireball,Ice Spirit,Cannon,Skeletons,The Log,Hog Rider,Ice Golem,Fireball,Musketeer,Ice Spirit,Skeletons,Cannon,The Log
18,Ladder,20211011T193705.000Z,Nova I Matt™,CHN 丨predator,1,0,Ice Golem,Hog Rider,Musketeer,Fireball,Ice Spirit,Cannon,Skeletons,The Log,Valkyrie,Spear Goblins,Tesla,The Log,Wall Breakers,Bats,Fireball,Miner
19,Ladder,20211011T193213.000Z,Nova I Matt™,PY LUCAS⛔DANGER,1,0,Ice Golem,Hog Rider,Musketeer,Fireball,Ice Spirit,Cannon,Skeletons,The Log,Royal Giant,Fisherman,Barbarian Barrel,Mega Minion,Dark Prince,Mother Witch,Fireball,Goblin Cage
20,Ladder,20211011T192605.000Z,Nova I Matt™,♣️♦️Pedal♥️♠️,1,0,Ice Golem,Hog Rider,Musketeer,Fireball,Ice Spirit,Cannon,Skeletons,The Log,Royal Recruits,Wall Breakers,Royal Ghost,Elite Barbarians,Princess,Executioner,Bandit,Goblin Drill
21,Ladder,20211011T184350.000Z,Nova I Matt™,Renan♥️Larissa♬,0,1,Ice Golem,Hog Rider,Musketeer,Fireball,Ice Spirit,Cannon,Skeletons,The Log,Golem,Night Witch,Electro Dragon,Skeleton Dragons,Tornado,Fireball,Guards,Fisherman
22,Ladder,20211011T183815.000Z,Nova I Matt™,Renan Cava,0,1,Ice Golem,Hog Rider,Musketeer,Fireball,Ice Spirit,Cannon,Skeletons,The Log,Royal Hogs,Mother Witch,The Log,Mirror,Skeleton Dragons,Skeletons,Goblin Cage,Fireball
23,Ladder,20211011T183211.000Z,Nova I Matt™,The Goat,0,1,Ice Golem,Hog Rider,Musketeer,Fireball,Ice Spirit,Cannon,Skeletons,The Log,Valkyrie,Skeleton Barrel,Goblin Barrel,Wall Breakers,Tesla,Firecracker,Goblin Gang,Skeleton Army
24,Ladder,20211011T182451.000Z,Nova I Matt™,arian,1,0,Ice Golem,Hog Rider,Musketeer,Fireball,Ice Spirit,Cannon,Skeletons,The Log,Hog Rider,Inferno Dragon,Bomber,Freeze,Zap,Mega Knight,Bats,Prince
0,Friendly,20211012T134353.000Z,eXeF,Draco RFN,2,1,Ice Golem,Musketeer,Hog Rider,Cannon,Ice Spirit,Skeletons,Fireball,The Log,Firecracker,The Log,Hog Rider,Valkyrie,Skeletons,Tesla,Heal Spirit,Earthquake
1,Challenge,20211011T233206.000Z,eXeF,loco,2,1,Ice Golem,Musketeer,Hog Rider,Cannon,Ice Spirit,Skeletons,Fireball,The Log,P.E.K.K.A,Royal Ghost,Mini P.E.K.K.A,Poison,Furnace,Magic Archer,Wizard,Electro Wizard
2,Challenge,20211011T232739.000Z,eXeF,Karo,1,0,Ice Golem,Musketeer,Hog Rider,Cannon,Ice Spirit,Skeletons,Fireball,The Log,Mega Knight,Balloon,Valkyrie,The Log,Goblin Barrel,Skeleton Army,Baby Dragon,Wizard
3,Challenge,20211011T232324.000Z,eXeF,Yilson C.E.,1,0,Ice Golem,Musketeer,Hog Rider,Cannon,Ice Spirit,Skeletons,Fireball,The Log,Zap,Archers,Mini P.E.K.K.A,Fireball,Skeleton Army,Electro Wizard,Witch,Mega Knight
4,Challenge,20211011T232009.000Z,eXeF,turbolada,3,0,Ice Golem,Musketeer,Hog Rider,Cannon,Ice Spirit,Skeletons,Fireball,The Log,The Log,Hog Rider,Electro Wizard,Princess,Elite Barbarians,Dart Goblin,Rage,Zap
5,Challenge,20211011T231736.000Z,eXeF,Cube,1,0,Ice Golem,Musketeer,Hog Rider,Cannon,Ice Spirit,Skeletons,Fireball,The Log,Goblin Barrel,Rocket,Tesla,Princess,Goblin Gang,Ice Spirit,Valkyrie,The Log
6,Challenge,20211010T210106.000Z,eXeF,Gold D roger,3,0,Lava Hound,Baby Dragon,Flying Machine,Arrows,Skeleton Army,Bats,Clone,Lumberjack,Fireball,Dark Prince,Musketeer,Hog Rider,Tesla,Freeze,The Log,Executioner
7,Challenge,20211010T205742.000Z,eXeF,zick zack,2,1,Lava Hound,Baby Dragon,Flying Machine,Arrows,Skeleton Army,Bats,Clone,Lumberjack,Archers,Knight,X-Bow,Fire Spirit,Skeletons,Tesla,Fireball,The Log
8,Challenge,20211010T205429.000Z,eXeF,milan7,1,0,Lava Hound,Baby Dragon,Flying Machine,Arrows,Skeleton Army,Bats,Clone,Lumberjack,Elite Barbarians,Electro Dragon,Inferno Dragon,Elixir Golem,Fire Spirit,Battle Healer,Arrows,Rage
9,Challenge,20211010T205059.000Z,eXeF,kaskec,3,0,Lava Hound,Baby Dragon,Flying Machine,Arrows,Skeleton Army,Bats,Clone,Lumberjack,Mega Minion,The Log,Royal Giant,Baby Dragon,Electro Wizard,Lumberjack,Furnace,Lightning
10,Challenge,20211010T193505.000Z,eXeF,Estheria,1,0,Lava Hound,Baby Dragon,Flying Machine,Arrows,Skeleton Army,Bats,Clone,Lumberjack,Hog Rider,Tesla,The Log,Fireball,Valkyrie,Firecracker,Royal Delivery,Skeletons
11,Challenge,20211010T193144.000Z,eXeF,Clean Goblin,3,0,Lava Hound,Baby Dragon,Flying Machine,Arrows,Skeleton Army,Bats,Clone,Lumberjack,Royal Giant,Fireball,Electro Spirit,Mega Minion,Dark Prince,Fisherman,The Log,Mother Witch
12,Challenge,20211010T192854.000Z,eXeF,Kannon04,0,1,Lava Hound,Baby Dragon,Flying Machine,Arrows,Skeleton Army,Bats,Clone,Lumberjack,Hog Rider,Valkyrie,Musketeer,Bomb Tower,Skeletons,Fire Spirit,Earthquake,Giant Snowball
13,Challenge,20211010T192431.000Z,eXeF,LEG/\JEERT,1,0,Lava Hound,Baby Dragon,Flying Machine,Arrows,Skeleton Army,Bats,Clone,Lumberjack,Guards,Electro Spirit,Princess,Goblin Barrel,The Log,Tesla,Rocket,Valkyrie
14,Challenge,20211010T192055.000Z,eXeF,Cecil,3,1,Lava Hound,Baby Dragon,Flying Machine,Arrows,Skeleton Army,Bats,Clone,Lumberjack,Goblin Giant,Sparky,Rage,Zap,Hunter,Minions,Barbarian Barrel,Mini P.E.K.K.A
15,Challenge,20211010T191735.000Z,eXeF,JumpingJairo,1,3,Lava Hound,Baby Dragon,Flying Machine,Arrows,Skeleton Army,Bats,Clone,Lumberjack,Lava Hound,Skeleton Dragons,Inferno Dragon,Goblin Gang,Zap,Fireball,Night Witch,Balloon
16,Challenge,20211010T191438.000Z,eXeF,tomas,1,0,Lava Hound,Baby Dragon,Flying Machine,Arrows,Skeleton Army,Bats,Clone,Lumberjack,Barbarian Barrel,Cannon Cart,Mega Knight,Fireball,Flying Machine,Furnace,Goblin Hut,Mother Witch
17,Challenge,20211010T191124.000Z,eXeF,Anomaly,3,1,Lava Hound,Baby Dragon,Flying Machine,Arrows,Skeleton Army,Bats,Clone,Lumberjack,Lava Hound,Lumberjack,Baby Dragon,Skeleton Army,Clone,Flying Machine,Bats,Giant Snowball
18,Challenge,20211010T190949.000Z,eXeF,Sego,3,0,Lava Hound,Baby Dragon,Flying Machine,Arrows,Skeleton Army,Bats,Clone,Lumberjack,Barbarian Barrel,Dark Prince,Bandit,Electro Wizard,Hog Rider,Fireball,Mother Witch,P.E.K.K.A
19,Challenge,20211010T190743.000Z,eXeF,Mohacsi,2,1,Lava Hound,Baby Dragon,Flying Machine,Arrows,Skeleton Army,Bats,Clone,Lumberjack,The Log,Goblin Cage,Fisherman,Graveyard,Hunter,Electro Wizard,Mega Knight,Fireball
20,Challenge,20211010T190423.000Z,eXeF,训练师奇达,1,0,Lava Hound,Baby Dragon,Flying Machine,Arrows,Skeleton Army,Bats,Clone,Lumberjack,Goblin Gang,Spear Goblins,Miner,The Log,Fireball,Cannon Cart,Mortar,Minion Horde
21,Ladder_CrownRush,20211010T012150.000Z,eXeF,ᴊᴇꜱ✨,1,0,Graveyard,Knight,Baby Dragon,Tornado,Barbarian Barrel,Goblin Cage,Poison,Mega Minion,Giant Skeleton,Hog Rider,Fireball,Barbarian Barrel,Goblin Cage,Tornado,Mega Minion,Magic Archer
22,Ladder_CrownRush,20211010T011611.000Z,eXeF,D◇E◇R◇E◇K,1,0,Graveyard,Knight,Baby Dragon,Tornado,Barbarian Barrel,Goblin Cage,Poison,Mega Minion,Lava Hound,Balloon,Mega Minion,Skeleton Dragons,Fireball,Zap,Tombstone,Guards
