,gamemode,battletime,p1.name,p2.name,p1.crowns,p2.crowns,p1.card_1,p1.card_2,p1.card_3,p1.card_4,p1.card_5,p1.card_6,p1.card_7,p1.card_8,p2.card_1,p2.card_2,p2.card_3,p2.card_4,p2.card_5,p2.card_6,p2.card_7,p2.card_8
16,Ladder,20211006T164344.000Z,Alex,Fabo,1,0,Ice Golem,Musketeer,Hog Rider,Cannon,The Log,Fireball,Skeletons,Ice Spirit,Bowler,Electro Dragon,Freeze,Tornado,Inferno Dragon,Balloon,Lumberjack,Barbarian Barrel
17,Ladder,20211006T163937.000Z,Alex,shoko 555,1,2,Ice Golem,Musketeer,Hog Rider,Cannon,The Log,Fireball,Skeletons,Ice Spirit,Mega Knight,Musketeer,Bats,Bandit,Prince,Miner,Wall Breakers,Zap
18,Ladder,20211006T163553.000Z,Alex,*Mogun I Kwon*,1,0,Ice Golem,Musketeer,Hog Rider,Cannon,The Log,Fireball,Skeletons,Ice Spirit,The Log,Tesla,Valkyrie,Bats,Ice Spirit,Spear Goblins,Hog Rider,Fireball
19,Ladder,20211006T124838.000Z,Alex,unravel,1,0,Ice Golem,Musketeer,Hog Rider,Cannon,The Log,Fireball,Skeletons,Ice Spirit,Magic Archer,P.E.K.K.A,Fireball,Royal Ghost,Zap,Battle Ram,Bandit,Electro Wizard
20,Ladder,20211006T124429.000Z,Alex,ととまるくん,1,0,Ice Golem,Musketeer,Hog Rider,Cannon,The Log,Fireball,Skeletons,Ice Spirit,Hunter,Heal Spirit,Ice Golem,Bandit,Royal Ghost,Three Musketeers,Barbarian Barrel,Royal Hogs
21,Ladder,20211006T124020.000Z,Alex,Adly,0,1,Ice Golem,Musketeer,Hog Rider,Cannon,The Log,Fireball,Skeletons,Ice Spirit,Mega Knight,Prince,Musketeer,Goblin Drill,Bats,Wall Breakers,Arrows,Zap
22,Ladder,20211006T123708.000Z,Alex,Viper I ULISES❇,1,0,Ice Golem,Musketeer,Hog Rider,Cannon,The Log,Fireball,Skeletons,Ice Spirit,Knight,Archers,Inferno Tower,Fireball,Balloon,Zap,Bats,Miner
23,Ladder,20211006T123322.000Z,Alex,medjay,1,0,Ice Golem,Musketeer,Hog Rider,Cannon,The Log,Fireball,Skeletons,Ice Spirit,Bandit,Royal Ghost,Flying Machine,Furnace,Goblin Hut,Cannon Cart,Fireball,Mother Witch
24,Ladder,20211006T122829.000Z,Alex,IML丨Alessy的好鹅一笑,0,1,Ice Golem,Musketeer,Hog Rider,Cannon,The Log,Fireball,Skeletons,Ice Spirit,Knight,Skeletons,Ice Wizard,Baby Dragon,Bowler,Freeze,Tornado,Graveyard
0,Ladder,20211006T031522.000Z,清歌丨Nicoco23¶,CMG ⚡SamHeяø⚡,1,0,Cannon,Musketeer,Fireball,The Log,Hog Rider,Ice Golem,Ice Spirit,Skeletons,P.E.K.K.A,Electro Wizard,Royal Ghost,Battle Ram,Bandit,Poison,Zap,Magic Archer
1,Ladder,20211006T031112.000Z,清歌丨Nicoco23¶,EL PANA (8,0,1,Cannon,Musketeer,Fireball,The Log,Hog Rider,Ice Golem,Ice Spirit,Skeletons,Mega Knight,Flying Machine,Cannon Cart,Furnace,Minion Horde,Mini P.E.K.K.A,Fireball,Goblin Hut
2,Ladder,20211006T030502.000Z,清歌丨Nicoco23¶,<c2>⚡️Manuel⚡️,1,0,Cannon,Musketeer,Fireball,The Log,Hog Rider,Ice Golem,Ice Spirit,Skeletons,Giant,Graveyard,Arrows,Bats,Musketeer,Giant Snowball,Elite Barbarians,Skeleton Army
3,Ladder,20211006T025919.000Z,清歌丨Nicoco23¶,The One,1,0,Cannon,Musketeer,Fireball,The Log,Hog Rider,Ice Golem,Ice Spirit,Skeletons,Barbarian Barrel,Lightning,Mother Witch,Furnace,Goblin Hut,Baby Dragon,P.E.K.K.A,Cannon Cart
4,Ladder,20211006T025435.000Z,清歌丨Nicoco23¶,TLG Smoke,1,0,Cannon,Musketeer,Fireball,The Log,Hog Rider,Ice Golem,Ice Spirit,Skeletons,Mortar,Valkyrie,Giant Snowball,Cannon Cart,Spear Goblins,Hunter,Fireball,Graveyard
5,Ladder,20211006T024926.000Z,清歌丨Nicoco23¶,tec tec,1,0,Cannon,Musketeer,Fireball,The Log,Hog Rider,Ice Golem,Ice Spirit,Skeletons,Goblin Giant,Sparky,Elite Barbarians,Electro Wizard,Heal Spirit,Dark Prince,Rage,Zap
6,Ladder,20211006T024252.000Z,清歌丨Nicoco23¶,OneSηιρєzᴳᵒᵈ,3,0,Cannon,Musketeer,Fireball,The Log,Hog Rider,Ice Golem,Ice Spirit,Skeletons,Giant,Three Musketeers,Elixir Collector,Minion Horde,Dark Prince,Goblin Gang,Zap,Heal Spirit
7,Ladder,20211005T012407.000Z,清歌丨Nicoco23¶,⚜️RoleX⚜️,2,1,Cannon,Musketeer,Fireball,The Log,Hog Rider,Ice Golem,Ice Spirit,Skeletons,Mega Knight,Hog Rider,Inferno Dragon,Zap,Ice Golem,Goblin Gang,Bats,Fireball
8,Ladder,20211005T011812.000Z,清歌丨Nicoco23¶,Lukas3309,1,0,Cannon,Musketeer,Fireball,The Log,Hog Rider,Ice Golem,Ice Spirit,Skeletons,Cannon Cart,Skeletons,Royal Hogs,Skeleton Dragons,Mother Witch,Goblin Cage,Fireball,The Log
9,Ladder,20211005T011245.000Z,清歌丨Nicoco23¶,♣️♦️Pedal♥️♠️,0,1,Cannon,Musketeer,Fireball,The Log,Hog Rider,Ice Golem,Ice Spirit,Skeletons,Royal Recruits,Royal Ghost,Dark Prince,Bandit,Princess,Hunter,Wall Breakers,Elite Barbarians
10,Ladder,20211005T010719.000Z,清歌丨Nicoco23¶,BFPP Goku^-^♡,1,0,Cannon,Musketeer,Fireball,The Log,Hog Rider,Ice Golem,Ice Spirit,Skeletons,Goblin Gang,Goblin Barrel,Fireball,Skeleton Army,Inferno Tower,Arrows,Valkyrie,Prince
11,Ladder,20211005T010033.000Z,清歌丨Nicoco23¶,EA LV⭐️PATRÓN⛄️,1,0,Cannon,Musketeer,Fireball,The Log,Hog Rider,Ice Golem,Ice Spirit,Skeletons,Cannon Cart,Goblin Barrel,Princess,Giant Snowball,Rocket,Dark Prince,Spear Goblins,Rascals
12,Ladder,20211005T005627.000Z,清歌丨Nicoco23¶,★ƊeͥɑτͣʜͫҠɪɖ★,1,0,Cannon,Musketeer,Fireball,The Log,Hog Rider,Ice Golem,Ice Spirit,Skeletons,Mega Knight,Inferno Dragon,Electro Wizard,Bandit,Fireball,Ram Rider,The Log,Magic Archer
13,Ladder,20211005T004902.000Z,清歌丨Nicoco23¶,N。,1,2,Cannon,Musketeer,Fireball,The Log,Hog Rider,Ice Golem,Ice Spirit,Skeletons,Golem,Night Witch,Lumberjack,Baby Dragon,Skeleton Army,Bats,Arrows,Clone
14,Ladder,20211005T004211.000Z,清歌丨Nicoco23¶,菜叶,1,0,Cannon,Musketeer,Fireball,The Log,Hog Rider,Ice Golem,Ice Spirit,Skeletons,Mega Knight,Ram Rider,Inferno Dragon,Electro Wizard,Poison,Bandit,Barbarian Barrel,Giant Snowball
16,Ladder,20211004T234630.000Z,清歌丨Nicoco23¶,War Boy,1,0,Cannon,Musketeer,Fireball,The Log,Hog Rider,Ice Golem,Ice Spirit,Skeletons,Tornado,Electro Giant,The Log,Goblin Cage,Inferno Dragon,Archers,Lightning,Cannon Cart
17,Ladder,20211004T234053.000Z,清歌丨Nicoco23¶,PowerStrike,1,0,Cannon,Musketeer,Fireball,The Log,Hog Rider,Ice Golem,Ice Spirit,Skeletons,Goblin Drill,Wall Breakers,Fireball,Fire Spirit,Inferno Tower,Valkyrie,The Log,Spear Goblins
18,Ladder,20211004T233527.000Z,清歌丨Nicoco23¶,FUN™※less✨,1,0,Cannon,Musketeer,Fireball,The Log,Hog Rider,Ice Golem,Ice Spirit,Skeletons,Giant Skeleton,Balloon,Skeleton Army,Bats,Tornado,Zap,Rage,Skeletons
19,Ladder,20211004T232935.000Z,清歌丨Nicoco23¶,Revenge✨,1,2,Heal Spirit,Mother Witch,Battle Ram,Royal Ghost,Elite Barbarians,Bandit,Barbarian Barrel,Magic Archer,P.E.K.K.A,Balloon,Lumberjack,Ice Wizard,Baby Dragon,Tornado,Freeze,Zap
20,Ladder,20211004T232449.000Z,清歌丨Nicoco23¶,傳奇旦尼,1,0,Heal Spirit,Mother Witch,Battle Ram,Royal Ghost,Elite Barbarians,Bandit,Barbarian Barrel,Magic Archer,Goblin Drill,Fire Spirit,Goblins,Wall Breakers,Bomber,Valkyrie,Tesla,Fireball
21,Ladder,20211004T082435.000Z,清歌丨Nicoco23¶,Executioner God,3,1,Heal Spirit,Mother Witch,Battle Ram,Royal Ghost,Elite Barbarians,Bandit,Barbarian Barrel,Magic Archer,Cannon Cart,Royal Giant,Executioner,Tornado,The Log,Tesla,Skeletons,Lightning
22,Ladder,20211003T234511.000Z,清歌丨Nicoco23¶,DJ⚡DAMN❤️M⚡SV,3,2,Heal Spirit,Mother Witch,Battle Ram,Royal Ghost,Elite Barbarians,Bandit,Barbarian Barrel,Magic Archer,Mega Knight,Witch,Inferno Dragon,Freeze,Fireball,Zap,Balloon,Lumberjack
23,Ladder,20211003T234116.000Z,清歌丨Nicoco23¶,Can❤️GönüL,2,1,Heal Spirit,Mother Witch,Battle Ram,Royal Ghost,Elite Barbarians,Bandit,Barbarian Barrel,Magic Archer,Lava Hound,Balloon,Guards,Fireball,Mega Minion,Tombstone,Skeleton Dragons,Zap
24,Ladder,20211003T233736.000Z,清歌丨Nicoco23¶,Cris_Lyan,1,0,Heal Spirit,Mother Witch,Battle Ram,Royal Ghost,Elite Barbarians,Bandit,Barbarian Barrel,Magic Archer,Royal Giant,Fisherman,The Log,Hunter,Goblins,Bats,Fireball,Royal Ghost
0,Ladder,20211006T154251.000Z,影子男神欧尼酱,りとすのぴろ☭,1,0,Ice Golem,Musketeer,Hog Rider,Ice Spirit,The Log,Cannon,Fireball,Skeletons,Electro Wizard,Bandit,Fireball,P.E.K.K.A,Battle Ram,Magic Archer,Royal Ghost,Zap
1,Ladder,20211006T153709.000Z,影子男神欧尼酱,Pobre Castanha™,2,1,Ice Golem,Musketeer,Hog Rider,Ice Spirit,The Log,Cannon,Fireball,Skeletons,Lava Hound,Miner,Arrows,Barbarians,Zap,Balloon,Skeleton Dragons,Inferno Dragon
2,Ladder,20211006T153240.000Z,影子男神欧尼酱,темыч,0,1,Ice Golem,Musketeer,Hog Rider,Ice Spirit,The Log,Cannon,Fireball,Skeletons,Mega Minion,Electro Wizard,Guards,Freeze,Baby Dragon,Tornado,Graveyard,Bowler
3,Ladder,20211006T152609.000Z,影子男神欧尼酱,RWV GT,1,0,Ice Golem,Musketeer,Hog Rider,Ice Spirit,The Log,Cannon,Fireball,Skeletons,Dark Prince,Royal Hogs,Heal Spirit,Barbarian Barrel,Zappies,Hunter,Cannon Cart,Fireball
4,Ladder,20211006T152119.000Z,影子男神欧尼酱,guti,1,0,Ice Golem,Musketeer,Hog Rider,Ice Spirit,The Log,Cannon,Fireball,Skeletons,Electro Wizard,Mega Minion,Dark Prince,Miner,Zap,Fireball,Giant,Prince
5,Ladder,20211006T151659.000Z,影子男神欧尼酱,FACE,0,1,Ice Golem,Musketeer,Hog Rider,Ice Spirit,The Log,Cannon,Fireball,Skeletons,Goblin Drill,Fire Spirit,Skeletons,Dark Prince,Bomber,Arrows,Tesla,Fireball
6,Ladder,20211006T151132.000Z,影子男神欧尼酱,BROOK天,0,1,Ice Golem,Musketeer,Hog Rider,Ice Spirit,The Log,Cannon,Fireball,Skeletons,Electro Giant,Baby Dragon,Mega Minion,Goblin Cage,Lightning,Tornado,Dark Prince,Barbarian Barrel
18,Ladder,20211006T082752.000Z,影子男神欧尼酱,ぴゅあ。,1,0,Ice Golem,Musketeer,Hog Rider,Ice Spirit,The Log,Cannon,Fireball,Skeletons,Golem,Night Witch,Baby Dragon,Mega Minion,Lumberjack,Barbarian Barrel,Lightning,Tornado
19,Ladder,20211006T082423.000Z,影子男神欧尼酱,泉南の希望｜岡田浦,2,1,Ice Golem,Musketeer,Hog Rider,Ice Spirit,The Log,Cannon,Fireball,Skeletons,Lava Hound,Skeletons,Balloon,Arrows,Bomber,Giant Snowball,Minions,Inferno Dragon
20,Ladder,20211006T082013.000Z,影子男神欧尼酱,IML丨爱睡觉的浪子✨,0,1,Ice Golem,Musketeer,Hog Rider,Ice Spirit,The Log,Cannon,Fireball,Skeletons,Mega Knight,Prince,Bats,Goblin Barrel,Skeleton Army,Dark Prince,Princess,Dart Goblin
21,Ladder,20211006T081419.000Z,影子男神欧尼酱,Nova I⚡Mystofa⚡,0,1,Ice Golem,Musketeer,Hog Rider,Ice Spirit,The Log,Cannon,Fireball,Skeletons,Lava Hound,Balloon,Bomber,Inferno Dragon,Minions,Skeleton Army,Giant Snowball,Fireball
22,Ladder,20211006T081058.000Z,影子男神欧尼酱,TLG Smoke,1,0,Ice Golem,Musketeer,Hog Rider,Ice Spirit,The Log,Cannon,Fireball,Skeletons,Mega Knight,Electro Wizard,Bandit,Ram Rider,Inferno Dragon,Poison,Barbarian Barrel,Giant Snowball
23,Ladder,20211006T080556.000Z,影子男神欧尼酱,⭐BööM_Kami神風攻撃⭐,0,1,Ice Golem,Musketeer,Hog Rider,Ice Spirit,The Log,Cannon,Fireball,Skeletons,Elite Barbarians,Goblin Hut,Mother Witch,Cannon Cart,Mega Knight,Furnace,Electro Dragon,Flying Machine
24,Ladder,20211006T075956.000Z,影子男神欧尼酱,Logan,1,0,Ice Golem,Musketeer,Hog Rider,Ice Spirit,The Log,Cannon,Fireball,Skeletons,P.E.K.K.A,Ram Rider,Bandit,Electro Wizard,Mother Witch,Dark Prince,Barbarian Barrel,Fireball
0,Ladder,20211006T132843.000Z,Onaya❤️Hog,RWV GT,1,0,Ice Golem,Hog Rider,Musketeer,Cannon,Ice Spirit,Skeletons,Fireball,The Log,Dark Prince,Royal Hogs,Heal Spirit,Barbarian Barrel,Zappies,Hunter,Cannon Cart,Fireball
1,Ladder,20211006T132131.000Z,Onaya❤️Hog,MRC I David,1,0,Ice Golem,Hog Rider,Musketeer,Cannon,Ice Spirit,Skeletons,Fireball,The Log,Skeletons,Ice Spirit,Electro Spirit,The Log,Goblin Barrel,Skeleton Barrel,Dart Goblin,Princess
2,Ladder,20211006T131625.000Z,Onaya❤️Hog,unravel,1,0,Ice Golem,Hog Rider,Musketeer,Cannon,Ice Spirit,Skeletons,Fireball,The Log,Magic Archer,P.E.K.K.A,Fireball,Royal Ghost,Zap,Battle Ram,Bandit,Electro Wizard
3,Ladder,20211006T130950.000Z,Onaya❤️Hog,ḂẎẒツṆİṠḀ,0,2,Ice Golem,Hog Rider,Musketeer,Cannon,Ice Spirit,Skeletons,Fireball,The Log,Skeleton Dragons,Zap,Arrows,Miner,Inferno Dragon,Barbarians,Balloon,Lava Hound
4,Ladder,20211006T124912.000Z,Onaya❤️Hog,AL | Perfect ❤️,1,0,Ice Golem,Hog Rider,Musketeer,Cannon,Ice Spirit,Skeletons,Fireball,The Log,P.E.K.K.A,Graveyard,Tornado,Electro Spirit,Inferno Dragon,Freeze,Dark Prince,Executioner
5,Ladder,20211006T123830.000Z,Onaya❤️Hog,$D.I.M.A.S$,1,0,Ice Golem,Hog Rider,Musketeer,Cannon,Ice Spirit,Skeletons,Fireball,The Log,Royal Giant,Fisherman,The Log,Electro Spirit,Hunter,Mother Witch,Skeletons,Fireball
6,Ladder,20211006T123322.000Z,Onaya❤️Hog,さくぱんのバナナの皮IYoMi,1,0,Ice Golem,Hog Rider,Musketeer,Cannon,Ice Spirit,Skeletons,Fireball,The Log,Sparky,Dark Prince,Mega Minion,Lightning,Barbarian Barrel,Hunter,Giant Snowball,Goblin Giant
7,Ladder,20211006T122911.000Z,Onaya❤️Hog,ぽるか,0,1,Ice Golem,Hog Rider,Musketeer,Cannon,Ice Spirit,Skeletons,Fireball,The Log,Royal Ghost,Magic Archer,Bandit,Elite Barbarians,Electro Wizard,Barbarian Barrel,Giant Snowball,Cannon Cart
8,Ladder,20211006T122310.000Z,Onaya❤️Hog,天下統一｜Leo,0,1,Ice Golem,Hog Rider,Musketeer,Cannon,Ice Spirit,Skeletons,Fireball,The Log,Ice Golem,Musketeer,Skeletons,Fireball,Hog Rider,Cannon,Ice Spirit,The Log
0,Ladder,20211004T151541.000Z,OYASSUU™,CMG Vitor75,1,0,The Log,Fire Spirit,Fireball,Hog Rider,Ice Golem,Musketeer,Cannon,Skeletons,Royal Giant,Mega Minion,Dark Prince,Mother Witch,Skeletons,Fisherman,Fireball,The Log
1,Ladder,20211004T150943.000Z,OYASSUU™,⚡SUDONETE龍™⚡,1,0,The Log,Fire Spirit,Fireball,Hog Rider,Ice Golem,Musketeer,Cannon,Skeletons,Valkyrie,Mega Knight,Inferno Dragon,Ram Rider,Barbarian Barrel,Bats,Arrows,Zap
2,Ladder,20211004T150529.000Z,OYASSUU™,Megalodon,1,0,The Log,Fire Spirit,Fireball,Hog Rider,Ice Golem,Musketeer,Cannon,Skeletons,Musketeer,Cannon,Fireball,Hog Rider,Skeletons,Ice Spirit,The Log,Ice Golem
3,Ladder,20211004T150124.000Z,OYASSUU™,INSANE™,1,0,The Log,Fire Spirit,Fireball,Hog Rider,Ice Golem,Musketeer,Cannon,Skeletons,Golem,Mega Minion,Cannon Cart,Lumberjack,Electro Dragon,Baby Dragon,Tornado,Bomber
4,Ladder,20211004T145605.000Z,OYASSUU™,broken™️,0,1,The Log,Fire Spirit,Fireball,Hog Rider,Ice Golem,Musketeer,Cannon,Skeletons,Miner,Bomb Tower,Knight,Bats,Wall Breakers,Spear Goblins,Fireball,The Log
5,Ladder,20211004T145109.000Z,OYASSUU™,Dager,1,2,The Log,Fire Spirit,Fireball,Hog Rider,Ice Golem,Musketeer,Cannon,Skeletons,Golem,Electro Dragon,Baby Dragon,Mega Minion,Lumberjack,Cannon Cart,Tornado,Barbarian Barrel
6,Ladder,20211004T144540.000Z,OYASSUU™,⭐NS I Asty⭐™,1,0,The Log,Fire Spirit,Fireball,Hog Rider,Ice Golem,Musketeer,Cannon,Skeletons,Graveyard,Knight,Ice Wizard,Baby Dragon,Goblin Cage,Barbarian Barrel,Tornado,Fireball
7,Ladder,20211004T143940.000Z,OYASSUU™,Rafael,2,1,The Log,Fire Spirit,Fireball,Hog Rider,Ice Golem,Musketeer,Cannon,Skeletons,Lava Hound,Bats,Baby Dragon,Flying Machine,Skeleton Army,Lumberjack,Clone,Fireball
8,Ladder,20211004T143405.000Z,OYASSUU™,Trish,1,0,The Log,Fire Spirit,Fireball,Hog Rider,Ice Golem,Musketeer,Cannon,Skeletons,Barbarian Barrel,Ice Golem,Inferno Dragon,Bandit,Ram Rider,Magic Archer,Lumberjack,Fireball
9,Ladder,20211004T142824.000Z,OYASSUU™,Gumboe,2,1,The Log,Fire Spirit,Fireball,Hog Rider,Ice Golem,Musketeer,Cannon,Skeletons,Zap,Prince,Miner,Princess,Goblin Gang,Minion Horde,Skeleton Army,Goblin Barrel
10,Ladder,20211004T142333.000Z,OYASSUU™,oscar sm,1,0,The Log,Fire Spirit,Fireball,Hog Rider,Ice Golem,Musketeer,Cannon,Skeletons,Miner,Mega Minion,Knight,Barbarian Barrel,Balloon,Archers,Bomb Tower,Giant Snowball
11,Ladder,20211004T141936.000Z,OYASSUU™,Sr.Palomita,1,0,The Log,Fire Spirit,Fireball,Hog Rider,Ice Golem,Musketeer,Cannon,Skeletons,Three Musketeers,Bandit,Royal Ghost,Hunter,Royal Hogs,Barbarian Barrel,Heal Spirit,Ice Golem
12,Ladder,20211004T141537.000Z,OYASSUU™,꧁✨★ʍօօղӀìցհէ★✨꧂,1,0,The Log,Fire Spirit,Fireball,Hog Rider,Ice Golem,Musketeer,Cannon,Skeletons,Royal Recruits,Goblin Cage,Barbarian Barrel,Mother Witch,Zappies,Flying Machine,Fireball,Royal Hogs
13,Ladder,20211004T075838.000Z,OYASSUU™,一ノ瀬ちづる,1,0,The Log,Fire Spirit,Fireball,Hog Rider,Ice Golem,Musketeer,Cannon,Skeletons,Tesla,Goblin Barrel,Skeletons,Valkyrie,Ice Spirit,Rocket,The Log,Princess
14,Ladder,20211004T072848.000Z,OYASSUU™,sumi,1,0,Firecracker,The Log,Hog Rider,Valkyrie,Skeletons,Tesla,Fire Spirit,Earthquake,Skeletons,Firecracker,Hog Rider,Valkyrie,Fire Spirit,Tesla,The Log,Earthquake
15,Ladder,20211004T072157.000Z,OYASSUU™,Tsuonki,1,0,Firecracker,The Log,Hog Rider,Valkyrie,Skeletons,Tesla,Fire Spirit,Earthquake,Goblin Barrel,Ice Spirit,Goblin Gang,Valkyrie,Rocket,Inferno Tower,The Log,Princess
16,Ladder,20211004T071626.000Z,OYASSUU™,꧁✭issei✭꧂,1,0,Firecracker,The Log,Hog Rider,Valkyrie,Skeletons,Tesla,Fire Spirit,Earthquake,P.E.K.K.A,Ram Rider,Electro Wizard,Bandit,Lightning,Barbarian Barrel,Giant Snowball,Baby Dragon
17,Ladder,20211004T070807.000Z,OYASSUU™,Emix,0,0,Firecracker,The Log,Hog Rider,Valkyrie,Skeletons,Tesla,Fire Spirit,Earthquake,Giant,Graveyard,Mini P.E.K.K.A,Bats,Skeleton Army,Arrows,Giant Snowball,Musketeer
18,Ladder,20211004T070243.000Z,OYASSUU™,だらけ隊,1,0,Firecracker,The Log,Hog Rider,Valkyrie,Skeletons,Tesla,Fire Spirit,Earthquake,P.E.K.K.A,Electro Wizard,Zap,Minions,Battle Ram,Bandit,Royal Ghost,Fireball
19,Ladder,20211004T065714.000Z,OYASSUU™,しょこ…しょこ,0,3,Firecracker,The Log,Hog Rider,Valkyrie,Skeletons,Tesla,Fire Spirit,Earthquake,Minions,Zap,Electro Wizard,Bandit,Battle Ram,Royal Ghost,Fireball,P.E.K.K.A
20,Ladder,20211004T065358.000Z,OYASSUU™,Mohamed Light,0,1,Firecracker,The Log,Hog Rider,Valkyrie,Skeletons,Tesla,Fire Spirit,Earthquake,Valkyrie,Skeletons,Fire Spirit,Royal Delivery,The Log,Miner,Rocket,Tesla
21,Ladder,20211004T064406.000Z,OYASSUU™,Thomas,1,0,Firecracker,The Log,Hog Rider,Valkyrie,Skeletons,Tesla,Fire Spirit,Earthquake,Royal Hogs,Royal Recruits,Zappies,Flying Machine,Arrows,Fireball,Goblin Cage,The Log
22,Ladder,20211004T063849.000Z,OYASSUU™,!¡osama™!¡,1,0,Firecracker,The Log,Hog Rider,Valkyrie,Skeletons,Tesla,Fire Spirit,Earthquake,Electro Spirit,Zappies,Flying Machine,Goblin Cage,Royal Hogs,Barbarian Barrel,Fireball,Royal Recruits
23,Ladder,20211004T063356.000Z,OYASSUU™,Over かずと❦,1,0,Firecracker,The Log,Hog Rider,Valkyrie,Skeletons,Tesla,Fire Spirit,Earthquake,Electro Giant,Skeletons,Bomber,Tornado,Fisherman,Lightning,Inferno Dragon,Goblin Cage
24,Ladder,20211004T062850.000Z,OYASSUU™,Dinosaur,0,1,Firecracker,The Log,Hog Rider,Valkyrie,Skeletons,Tesla,Fire Spirit,Earthquake,Graveyard,Knight,Mega Minion,Baby Dragon,Goblin Cage,Barbarian Barrel,Tornado,Poison
0,Ladder,20211006T175959.000Z,KopoJlb Umnepuu,ʙɪɢ ᴡɪʟʟɪᴇ™️,1,0,Hog Rider,Cannon,Musketeer,Fireball,Skeletons,Ice Golem,Electro Spirit,The Log,Balloon,Arrows,Bomber,Tornado,Graveyard,Dark Prince,Electro Wizard,P.E.K.K.A
1,Ladder,20211006T165620.000Z,KopoJlb Umnepuu,King Taha,1,0,Hog Rider,Cannon,Musketeer,Fireball,Skeletons,Ice Golem,Electro Spirit,The Log,Giant,Electro Wizard,Mega Minion,Fireball,Prince,Miner,Dark Prince,Zap
2,Ladder,20211006T165150.000Z,KopoJlb Umnepuu,edgar pro,1,0,Hog Rider,Cannon,Musketeer,Fireball,Skeletons,Ice Golem,Electro Spirit,The Log,Lava Hound,Balloon,Inferno Dragon,Minions,Valkyrie,Fireball,Zap,Skeletons
3,Ladder,20211006T133922.000Z,KopoJlb Umnepuu,<c5>Ulaş,1,0,Hog Rider,Cannon,Musketeer,Fireball,Skeletons,Ice Golem,Electro Spirit,The Log,Mega Knight,Inferno Dragon,Royal Ghost,Arrows,Ram Rider,Electro Wizard,Bandit,Fireball
4,Ladder,20211006T133429.000Z,KopoJlb Umnepuu,i ToRNaDo ツ,0,1,Hog Rider,Cannon,Musketeer,Fireball,Skeletons,Ice Golem,Electro Spirit,The Log,Tornado,Inferno Dragon,Lightning,Bowler,Guards,Electro Giant,Goblin Cage,Mother Witch
5,Ladder,20211006T132832.000Z,KopoJlb Umnepuu,$D.I.M.A.S$,0,1,Hog Rider,Cannon,Musketeer,Fireball,Skeletons,Ice Golem,Electro Spirit,The Log,Royal Giant,Fisherman,The Log,Electro Spirit,Hunter,Mother Witch,Skeletons,Fireball
6,Ladder,20211006T124712.000Z,KopoJlb Umnepuu,ぽるか,1,0,Hog Rider,Cannon,Musketeer,Fireball,Skeletons,Ice Golem,Electro Spirit,The Log,Royal Ghost,Magic Archer,Bandit,Elite Barbarians,Electro Wizard,Barbarian Barrel,Giant Snowball,Cannon Cart
7,Ladder,20211006T122144.000Z,KopoJlb Umnepuu,The One,1,0,Hog Rider,Cannon,Musketeer,Fireball,Skeletons,Ice Golem,Electro Spirit,The Log,Barbarian Barrel,Lightning,Mother Witch,Furnace,Goblin Hut,Baby Dragon,P.E.K.K.A,Cannon Cart
22,Ladder,20211005T203236.000Z,KopoJlb Umnepuu,CRM ADRIAN M,1,0,Hog Rider,Cannon,Musketeer,Fireball,Skeletons,Ice Golem,Electro Spirit,The Log,Royal Giant,Fireball,Mother Witch,Skeletons,Electro Spirit,Mega Minion,The Log,Fisherman
23,Ladder,20211005T202656.000Z,KopoJlb Umnepuu,SUHㅣAmine™,1,0,Hog Rider,Cannon,Musketeer,Fireball,Skeletons,Ice Golem,Electro Spirit,The Log,Battle Ram,P.E.K.K.A,Bandit,Electro Wizard,Fireball,Magic Archer,Zap,Royal Ghost
24,Ladder,20211005T202104.000Z,KopoJlb Umnepuu,TRB❄️$_Gman_$❄️,1,2,Hog Rider,Cannon,Musketeer,Fireball,Skeletons,Ice Golem,Electro Spirit,The Log,Mega Knight,Lumberjack,Balloon,Prince,Wizard,Bats,Giant Snowball,Barbarian Barrel
