,Clusters number,Deck
502,58,"['Balloon', 'Musketeer', 'Bomb Tower', 'Miner', 'Ice Golem', 'Barbarian Barrel', 'Giant Snowball', 'Skeletons']"
503,58,"['Bomb Tower', 'Fireball', 'Miner', 'Knight', 'Wall Breakers', 'Spear Goblins', 'Bats', 'The Log']"
504,58,"['Cannon Cart', 'Minion Horde', 'Mortar', 'Fireball', 'Miner', 'Goblin Gang', 'Spear Goblins', 'The Log']"
505,58,"['Cannon Cart', 'Royal Hogs', 'Mother Witch', 'Skeleton Dragons', 'Goblin Cage', 'Fireball', 'The Log', 'Skeletons']"
506,58,"['Electro Giant', 'Lightning', 'Inferno Dragon', 'Mother Witch', 'Dark Prince', 'Goblin Cage', 'Tornado', 'Bomber']"
507,58,"['Goblin Giant', 'Prince', 'Dark Prince', 'Fireball', 'Goblin Gang', 'Spear Goblins', 'Bats', 'Zap']"
508,58,"['Inferno Tower', 'Hog Rider', 'Fireball', 'Princess', 'Skeleton Army', 'Goblin Gang', 'Goblin Barrel', 'The Log']"
509,58,"['Inferno Tower', 'Valkyrie', 'Goblin Drill', 'Fireball', 'Wall Breakers', 'Bomber', 'The Log', 'Fire Spirit']"
510,58,"['Lava Hound', 'Balloon', 'Barbarians', 'Inferno Dragon', 'Skeleton Dragons', 'Miner', 'Arrows', 'Zap']"
511,58,"['Lava Hound', 'Flying Machine', 'Skeleton Dragons', 'Goblin Cage', 'Miner', 'Guards', 'Mega Minion', 'Arrows']"
512,58,"['Magic Archer', 'Valkyrie', 'Bomb Tower', 'Miner', 'Tornado', 'Wall Breakers', 'Spear Goblins', 'The Log']"
513,58,"['Mega Knight', 'Balloon', 'Hunter', 'Miner', 'Fisherman', 'Mega Minion', 'Tombstone', 'Arrows']"
514,58,"['Mega Knight', 'Sparky', 'Prince', 'Wizard', 'Inferno Dragon', 'Skeleton Army', 'Skeleton Barrel', 'Fire Spirit']"
515,58,"['Musketeer', 'Hog Rider', 'Fireball', 'Cannon', 'Ice Golem', 'The Log', 'Skeletons', 'Ice Spirit']"
516,58,"['P.E.K.K.A', 'Electro Wizard', 'Magic Archer', 'Battle Ram', 'Fireball', 'Royal Ghost', 'Bandit', 'Zap']"
517,58,"['P.E.K.K.A', 'Elite Barbarians', 'Electro Wizard', 'Mother Witch', 'Battle Ram', 'Fireball', 'Fisherman', 'Zap']"
518,58,"['Prince', 'Giant', 'Electro Wizard', 'Dark Prince', 'Fireball', 'Miner', 'Mega Minion', 'Zap']"
519,58,"['Ram Rider', 'Inferno Dragon', 'Magic Archer', 'Lumberjack', 'Fireball', 'Bandit', 'Ice Golem', 'Barbarian Barrel']"
520,58,"['Royal Giant', 'Mother Witch', 'Fireball', 'Fisherman', 'Mega Minion', 'The Log', 'Skeletons', 'Electro Spirit']"
521,58,"['Royal Giant', 'Mother Witch', 'Hunter', 'Fireball', 'Fisherman', 'The Log', 'Skeletons', 'Electro Spirit']"
522,58,"['Royal Recruits', 'Royal Hogs', 'Flying Machine', 'Zappies', 'Goblin Cage', 'Fireball', 'Arrows', 'Barbarian Barrel']"
523,58,"['Sparky', 'Goblin Giant', 'Elite Barbarians', 'Electro Wizard', 'Dark Prince', 'Mega Minion', 'Rage', 'Zap']"
524,58,"['Three Musketeers', 'Elixir Collector', 'Hunter', 'Royal Ghost', 'Bandit', 'Ice Golem', 'Barbarian Barrel', 'Heal Spirit']"
525,58,"['Valkyrie', 'Hog Rider', 'Tesla', 'Firecracker', 'Earthquake', 'The Log', 'Skeletons', 'Fire Spirit']"
526,58,"['Valkyrie', 'Tesla', 'Skeleton Army', 'Goblin Gang', 'Skeleton Barrel', 'Firecracker', 'Goblin Barrel', 'Wall Breakers']"
527,59,"['Balloon', 'Electro Dragon', 'Bowler', 'Inferno Dragon', 'Lumberjack', 'Freeze', 'Tornado', 'Barbarian Barrel']"
528,59,"['Bomb Tower', 'Fireball', 'Miner', 'Knight', 'Wall Breakers', 'Spear Goblins', 'Bats', 'The Log']"
529,59,"['Cannon Cart', 'Minion Horde', 'Mortar', 'Fireball', 'Miner', 'Goblin Gang', 'Spear Goblins', 'The Log']"
530,59,"['Cannon Cart', 'Royal Hogs', 'Mother Witch', 'Skeleton Dragons', 'Goblin Cage', 'Fireball', 'The Log', 'Skeletons']"
531,59,"['Electro Giant', 'Lightning', 'Inferno Dragon', 'Mother Witch', 'Dark Prince', 'Goblin Cage', 'Tornado', 'Bomber']"
532,59,"['Giant', 'Inferno Tower', 'Valkyrie', 'Goblin Drill', 'Fireball', 'Knight', 'Goblin Barrel', 'Tornado']"
533,59,"['Goblin Giant', 'Prince', 'Dark Prince', 'Fireball', 'Goblin Gang', 'Spear Goblins', 'Bats', 'Zap']"
534,59,"['Inferno Tower', 'Hog Rider', 'Fireball', 'Princess', 'Skeleton Army', 'Goblin Gang', 'Goblin Barrel', 'The Log']"
535,59,"['Inferno Tower', 'Valkyrie', 'Goblin Drill', 'Fireball', 'Wall Breakers', 'Bomber', 'The Log', 'Fire Spirit']"
536,59,"['Lava Hound', 'Balloon', 'Barbarians', 'Inferno Dragon', 'Skeleton Dragons', 'Miner', 'Arrows', 'Zap']"
537,59,"['Lava Hound', 'Flying Machine', 'Skeleton Dragons', 'Goblin Cage', 'Miner', 'Guards', 'Mega Minion', 'Arrows']"
538,59,"['Magic Archer', 'Valkyrie', 'Bomb Tower', 'Miner', 'Tornado', 'Wall Breakers', 'Spear Goblins', 'The Log']"
539,59,"['Mega Knight', 'Balloon', 'Hunter', 'Miner', 'Fisherman', 'Mega Minion', 'Tombstone', 'Arrows']"
540,59,"['Mega Knight', 'Sparky', 'Prince', 'Wizard', 'Inferno Dragon', 'Skeleton Army', 'Skeleton Barrel', 'Fire Spirit']"
541,59,"['Musketeer', 'Hog Rider', 'Fireball', 'Cannon', 'Ice Golem', 'The Log', 'Skeletons', 'Ice Spirit']"
542,59,"['P.E.K.K.A', 'Electro Wizard', 'Magic Archer', 'Battle Ram', 'Fireball', 'Royal Ghost', 'Bandit', 'Zap']"
543,59,"['P.E.K.K.A', 'Elite Barbarians', 'Electro Wizard', 'Mother Witch', 'Battle Ram', 'Fireball', 'Fisherman', 'Zap']"
544,59,"['Prince', 'Giant', 'Electro Wizard', 'Dark Prince', 'Fireball', 'Miner', 'Mega Minion', 'Zap']"
545,59,"['Ram Rider', 'Inferno Dragon', 'Magic Archer', 'Lumberjack', 'Fireball', 'Bandit', 'Ice Golem', 'Barbarian Barrel']"
546,59,"['Royal Giant', 'Mother Witch', 'Fireball', 'Fisherman', 'Mega Minion', 'The Log', 'Skeletons', 'Electro Spirit']"
547,59,"['Royal Giant', 'Mother Witch', 'Hunter', 'Fireball', 'Fisherman', 'The Log', 'Skeletons', 'Electro Spirit']"
548,59,"['Royal Recruits', 'Royal Hogs', 'Flying Machine', 'Zappies', 'Goblin Cage', 'Fireball', 'Arrows', 'Barbarian Barrel']"
549,59,"['Sparky', 'Goblin Giant', 'Elite Barbarians', 'Electro Wizard', 'Dark Prince', 'Mega Minion', 'Rage', 'Zap']"
550,59,"['Three Musketeers', 'Elixir Collector', 'Hunter', 'Royal Ghost', 'Bandit', 'Ice Golem', 'Barbarian Barrel', 'Heal Spirit']"
551,59,"['Valkyrie', 'Hog Rider', 'Tesla', 'Firecracker', 'Earthquake', 'The Log', 'Skeletons', 'Fire Spirit']"
552,60,"['Balloon', 'Electro Dragon', 'Bowler', 'Inferno Dragon', 'Lumberjack', 'Freeze', 'Tornado', 'Barbarian Barrel']"
553,60,"['Bomb Tower', 'Fireball', 'Miner', 'Knight', 'Wall Breakers', 'Spear Goblins', 'Bats', 'The Log']"
554,60,"['Cannon Cart', 'Hunter', 'Princess', 'Bandit', 'Goblin Barrel', 'Wall Breakers', 'The Log', 'Skeletons']"
555,60,"['Cannon Cart', 'Minion Horde', 'Mortar', 'Fireball', 'Miner', 'Goblin Gang', 'Spear Goblins', 'The Log']"
556,60,"['Cannon Cart', 'Royal Hogs', 'Mother Witch', 'Skeleton Dragons', 'Goblin Cage', 'Fireball', 'The Log', 'Skeletons']"
557,60,"['Goblin Giant', 'Prince', 'Dark Prince', 'Fireball', 'Goblin Gang', 'Spear Goblins', 'Bats', 'Zap']"
558,60,"['Inferno Tower', 'Hog Rider', 'Fireball', 'Princess', 'Skeleton Army', 'Goblin Gang', 'Goblin Barrel', 'The Log']"
559,60,"['Inferno Tower', 'Valkyrie', 'Goblin Drill', 'Fireball', 'Wall Breakers', 'Bomber', 'The Log', 'Fire Spirit']"
560,60,"['Lava Hound', 'Balloon', 'Barbarians', 'Inferno Dragon', 'Skeleton Dragons', 'Miner', 'Arrows', 'Zap']"
561,60,"['Lava Hound', 'Flying Machine', 'Skeleton Dragons', 'Goblin Cage', 'Miner', 'Guards', 'Mega Minion', 'Arrows']"
562,60,"['Magic Archer', 'Valkyrie', 'Bomb Tower', 'Miner', 'Tornado', 'Wall Breakers', 'Spear Goblins', 'The Log']"
563,60,"['Mega Knight', 'Balloon', 'Hunter', 'Miner', 'Fisherman', 'Mega Minion', 'Tombstone', 'Arrows']"
564,60,"['Mega Knight', 'Ram Rider', 'Inferno Dragon', 'Electro Wizard', 'Poison', 'Bandit', 'Barbarian Barrel', 'Giant Snowball']"
565,60,"['Mega Knight', 'Sparky', 'Prince', 'Wizard', 'Inferno Dragon', 'Skeleton Army', 'Skeleton Barrel', 'Fire Spirit']"
566,60,"['Musketeer', 'Hog Rider', 'Fireball', 'Cannon', 'Ice Golem', 'The Log', 'Skeletons', 'Ice Spirit']"
567,60,"['P.E.K.K.A', 'Electro Wizard', 'Magic Archer', 'Battle Ram', 'Fireball', 'Royal Ghost', 'Bandit', 'Zap']"
568,60,"['P.E.K.K.A', 'Elite Barbarians', 'Electro Wizard', 'Mother Witch', 'Battle Ram', 'Fireball', 'Fisherman', 'Zap']"
569,60,"['P.E.K.K.A', 'Lightning', 'Ram Rider', 'Electro Wizard', 'Baby Dragon', 'Bandit', 'Barbarian Barrel', 'Giant Snowball']"
570,60,"['Prince', 'Giant', 'Electro Wizard', 'Dark Prince', 'Fireball', 'Miner', 'Mega Minion', 'Zap']"
571,60,"['Royal Giant', 'Mother Witch', 'Fireball', 'Fisherman', 'Mega Minion', 'The Log', 'Skeletons', 'Electro Spirit']"
572,60,"['Royal Giant', 'Mother Witch', 'Hunter', 'Fireball', 'Fisherman', 'The Log', 'Skeletons', 'Electro Spirit']"
573,60,"['Royal Recruits', 'Royal Hogs', 'Flying Machine', 'Zappies', 'Goblin Cage', 'Fireball', 'Arrows', 'Barbarian Barrel']"
574,60,"['Sparky', 'Goblin Giant', 'Elite Barbarians', 'Electro Wizard', 'Dark Prince', 'Mega Minion', 'Rage', 'Zap']"
575,60,"['Three Musketeers', 'Elixir Collector', 'Hunter', 'Royal Ghost', 'Bandit', 'Ice Golem', 'Barbarian Barrel', 'Heal Spirit']"
576,60,"['Valkyrie', 'Hog Rider', 'Tesla', 'Firecracker', 'Earthquake', 'The Log', 'Skeletons', 'Fire Spirit']"
577,61,"['Balloon', 'Electro Dragon', 'Bowler', 'Inferno Dragon', 'Lumberjack', 'Freeze', 'Tornado', 'Barbarian Barrel']"
578,61,"['Balloon', 'Musketeer', 'Bomb Tower', 'Miner', 'Ice Golem', 'Barbarian Barrel', 'Giant Snowball', 'Skeletons']"
579,61,"['Bomb Tower', 'Fireball', 'Miner', 'Knight', 'Wall Breakers', 'Spear Goblins', 'Bats', 'The Log']"
580,61,"['Cannon Cart', 'Minion Horde', 'Mortar', 'Fireball', 'Miner', 'Goblin Gang', 'Spear Goblins', 'The Log']"
581,61,"['Cannon Cart', 'Royal Hogs', 'Mother Witch', 'Skeleton Dragons', 'Goblin Cage', 'Fireball', 'The Log', 'Skeletons']"
582,61,"['Goblin Giant', 'Prince', 'Dark Prince', 'Fireball', 'Goblin Gang', 'Spear Goblins', 'Bats', 'Zap']"
583,61,"['Inferno Tower', 'Hog Rider', 'Fireball', 'Princess', 'Skeleton Army', 'Goblin Gang', 'Goblin Barrel', 'The Log']"
584,61,"['Inferno Tower', 'Valkyrie', 'Goblin Drill', 'Fireball', 'Wall Breakers', 'Bomber', 'The Log', 'Fire Spirit']"
585,61,"['Lava Hound', 'Balloon', 'Barbarians', 'Inferno Dragon', 'Skeleton Dragons', 'Miner', 'Arrows', 'Zap']"
586,61,"['Lava Hound', 'Flying Machine', 'Skeleton Dragons', 'Goblin Cage', 'Miner', 'Guards', 'Mega Minion', 'Arrows']"
587,61,"['Magic Archer', 'Valkyrie', 'Bomb Tower', 'Miner', 'Tornado', 'Wall Breakers', 'Spear Goblins', 'The Log']"
588,61,"['Mega Knight', 'Balloon', 'Hunter', 'Miner', 'Fisherman', 'Mega Minion', 'Tombstone', 'Arrows']"
589,61,"['Mega Knight', 'Ram Rider', 'Inferno Dragon', 'Electro Wizard', 'Poison', 'Bandit', 'Barbarian Barrel', 'Giant Snowball']"
590,61,"['Mega Knight', 'Sparky', 'Prince', 'Wizard', 'Inferno Dragon', 'Skeleton Army', 'Skeleton Barrel', 'Fire Spirit']"
591,61,"['Musketeer', 'Hog Rider', 'Fireball', 'Cannon', 'Ice Golem', 'The Log', 'Skeletons', 'Ice Spirit']"
592,61,"['P.E.K.K.A', 'Electro Wizard', 'Magic Archer', 'Battle Ram', 'Fireball', 'Royal Ghost', 'Bandit', 'Zap']"
593,61,"['P.E.K.K.A', 'Elite Barbarians', 'Electro Wizard', 'Mother Witch', 'Battle Ram', 'Fireball', 'Fisherman', 'Zap']"
594,61,"['P.E.K.K.A', 'Lightning', 'Ram Rider', 'Electro Wizard', 'Baby Dragon', 'Bandit', 'Barbarian Barrel', 'Giant Snowball']"
595,61,"['Prince', 'Giant', 'Electro Wizard', 'Dark Prince', 'Fireball', 'Miner', 'Mega Minion', 'Zap']"
596,61,"['Royal Giant', 'Mother Witch', 'Fireball', 'Fisherman', 'Mega Minion', 'The Log', 'Skeletons', 'Electro Spirit']"
597,61,"['Royal Giant', 'Mother Witch', 'Hunter', 'Fireball', 'Fisherman', 'The Log', 'Skeletons', 'Electro Spirit']"
598,61,"['Royal Recruits', 'Royal Hogs', 'Flying Machine', 'Zappies', 'Goblin Cage', 'Fireball', 'Arrows', 'Barbarian Barrel']"
599,61,"['Sparky', 'Goblin Giant', 'Elite Barbarians', 'Electro Wizard', 'Dark Prince', 'Mega Minion', 'Rage', 'Zap']"
600,61,"['Sparky', 'Hog Rider', 'Skeleton Dragons', 'Fireball', 'Fisherman', 'The Log', 'Zap', 'Electro Spirit']"
601,61,"['Three Musketeers', 'Elixir Collector', 'Hunter', 'Royal Ghost', 'Bandit', 'Ice Golem', 'Barbarian Barrel', 'Heal Spirit']"
602,61,"['Valkyrie', 'Hog Rider', 'Tesla', 'Firecracker', 'Earthquake', 'The Log', 'Skeletons', 'Fire Spirit']"
603,62,"['Balloon', 'Electro Dragon', 'Bowler', 'Inferno Dragon', 'Lumberjack', 'Freeze', 'Tornado', 'Barbarian Barrel']"
604,62,"['Balloon', 'Musketeer', 'Bomb Tower', 'Miner', 'Ice Golem', 'Barbarian Barrel', 'Giant Snowball', 'Skeletons']"
605,62,"['Bomb Tower', 'Fireball', 'Miner', 'Knight', 'Wall Breakers', 'Spear Goblins', 'Bats', 'The Log']"
606,62,"['Cannon Cart', 'Minion Horde', 'Mortar', 'Fireball', 'Miner', 'Goblin Gang', 'Spear Goblins', 'The Log']"
607,62,"['Cannon Cart', 'Royal Hogs', 'Mother Witch', 'Skeleton Dragons', 'Goblin Cage', 'Fireball', 'The Log', 'Skeletons']"
608,62,"['Goblin Giant', 'Prince', 'Dark Prince', 'Fireball', 'Goblin Gang', 'Spear Goblins', 'Bats', 'Zap']"
609,62,"['Graveyard', 'Baby Dragon', 'Goblin Cage', 'Fireball', 'Ice Wizard', 'Knight', 'Tornado', 'Barbarian Barrel']"
610,62,"['Inferno Tower', 'Hog Rider', 'Fireball', 'Princess', 'Skeleton Army', 'Goblin Gang', 'Goblin Barrel', 'The Log']"
611,62,"['Inferno Tower', 'Valkyrie', 'Goblin Drill', 'Fireball', 'Wall Breakers', 'Bomber', 'The Log', 'Fire Spirit']"
612,62,"['Lava Hound', 'Balloon', 'Barbarians', 'Inferno Dragon', 'Skeleton Dragons', 'Miner', 'Arrows', 'Zap']"
613,62,"['Lava Hound', 'Flying Machine', 'Skeleton Dragons', 'Goblin Cage', 'Miner', 'Guards', 'Mega Minion', 'Arrows']"
614,62,"['Magic Archer', 'Valkyrie', 'Bomb Tower', 'Miner', 'Tornado', 'Wall Breakers', 'Spear Goblins', 'The Log']"
615,62,"['Mega Knight', 'Balloon', 'Hunter', 'Miner', 'Fisherman', 'Mega Minion', 'Tombstone', 'Arrows']"
616,62,"['Mega Knight', 'Ram Rider', 'Inferno Dragon', 'Electro Wizard', 'Poison', 'Bandit', 'Barbarian Barrel', 'Giant Snowball']"
617,62,"['Mega Knight', 'Sparky', 'Prince', 'Wizard', 'Inferno Dragon', 'Skeleton Army', 'Skeleton Barrel', 'Fire Spirit']"
618,62,"['Musketeer', 'Hog Rider', 'Fireball', 'Cannon', 'Ice Golem', 'The Log', 'Skeletons', 'Ice Spirit']"
619,62,"['P.E.K.K.A', 'Electro Wizard', 'Magic Archer', 'Battle Ram', 'Fireball', 'Royal Ghost', 'Bandit', 'Zap']"
620,62,"['P.E.K.K.A', 'Lightning', 'Ram Rider', 'Electro Wizard', 'Baby Dragon', 'Bandit', 'Barbarian Barrel', 'Giant Snowball']"
621,62,"['Prince', 'Giant', 'Electro Wizard', 'Dark Prince', 'Fireball', 'Miner', 'Mega Minion', 'Zap']"
622,62,"['Royal Giant', 'Mother Witch', 'Fireball', 'Fisherman', 'Mega Minion', 'The Log', 'Skeletons', 'Electro Spirit']"
623,62,"['Royal Giant', 'Mother Witch', 'Hunter', 'Fireball', 'Fisherman', 'The Log', 'Skeletons', 'Electro Spirit']"
624,62,"['Sparky', 'Goblin Giant', 'Elite Barbarians', 'Electro Wizard', 'Dark Prince', 'Mega Minion', 'Rage', 'Zap']"
625,62,"['Three Musketeers', 'Elixir Collector', 'Hunter', 'Royal Ghost', 'Bandit', 'Ice Golem', 'Barbarian Barrel', 'Heal Spirit']"
626,62,"['Valkyrie', 'Hog Rider', 'Tesla', 'Firecracker', 'Earthquake', 'The Log', 'Skeletons', 'Fire Spirit']"
627,63,"['Balloon', 'Electro Dragon', 'Bowler', 'Inferno Dragon', 'Lumberjack', 'Freeze', 'Tornado', 'Barbarian Barrel']"
628,63,"['Balloon', 'Inferno Dragon', 'Goblin Cage', 'Fireball', 'Miner', 'Mega Minion', 'Ice Golem', 'Zap']"
629,63,"['Balloon', 'Musketeer', 'Bomb Tower', 'Miner', 'Ice Golem', 'Barbarian Barrel', 'Giant Snowball', 'Skeletons']"
630,63,"['Bomb Tower', 'Fireball', 'Miner', 'Knight', 'Wall Breakers', 'Spear Goblins', 'Bats', 'The Log']"
631,63,"['Cannon Cart', 'Minion Horde', 'Mortar', 'Fireball', 'Miner', 'Goblin Gang', 'Spear Goblins', 'The Log']"
632,63,"['Cannon Cart', 'Royal Hogs', 'Mother Witch', 'Skeleton Dragons', 'Goblin Cage', 'Fireball', 'The Log', 'Skeletons']"
633,63,"['Goblin Giant', 'Prince', 'Dark Prince', 'Fireball', 'Goblin Gang', 'Spear Goblins', 'Bats', 'Zap']"
634,63,"['Graveyard', 'Baby Dragon', 'Goblin Cage', 'Fireball', 'Ice Wizard', 'Knight', 'Tornado', 'Barbarian Barrel']"
635,63,"['Inferno Tower', 'Hog Rider', 'Fireball', 'Princess', 'Skeleton Army', 'Goblin Gang', 'Goblin Barrel', 'The Log']"
636,63,"['Inferno Tower', 'Valkyrie', 'Goblin Drill', 'Fireball', 'Wall Breakers', 'Spear Goblins', 'The Log', 'Fire Spirit']"
637,63,"['Lava Hound', 'Balloon', 'Barbarians', 'Inferno Dragon', 'Skeleton Dragons', 'Miner', 'Arrows', 'Zap']"
638,63,"['Lava Hound', 'Flying Machine', 'Skeleton Dragons', 'Goblin Cage', 'Miner', 'Guards', 'Mega Minion', 'Arrows']"
639,63,"['Magic Archer', 'Valkyrie', 'Bomb Tower', 'Miner', 'Tornado', 'Wall Breakers', 'Spear Goblins', 'The Log']"
640,63,"['Mega Knight', 'Balloon', 'Hunter', 'Miner', 'Fisherman', 'Mega Minion', 'Tombstone', 'Arrows']"
641,63,"['Mega Knight', 'Ram Rider', 'Inferno Dragon', 'Electro Wizard', 'Poison', 'Bandit', 'Barbarian Barrel', 'Giant Snowball']"
642,63,"['Mega Knight', 'Sparky', 'Prince', 'Wizard', 'Inferno Dragon', 'Skeleton Army', 'Skeleton Barrel', 'Fire Spirit']"
643,63,"['Musketeer', 'Hog Rider', 'Fireball', 'Cannon', 'Ice Golem', 'The Log', 'Skeletons', 'Ice Spirit']"
644,63,"['P.E.K.K.A', 'Electro Wizard', 'Magic Archer', 'Battle Ram', 'Fireball', 'Royal Ghost', 'Bandit', 'Zap']"
645,63,"['P.E.K.K.A', 'Elite Barbarians', 'Electro Wizard', 'Mother Witch', 'Battle Ram', 'Fireball', 'Fisherman', 'Zap']"
646,63,"['P.E.K.K.A', 'Lightning', 'Ram Rider', 'Electro Wizard', 'Baby Dragon', 'Bandit', 'Barbarian Barrel', 'Giant Snowball']"
647,63,"['P.E.K.K.A', 'Ram Rider', 'Electro Wizard', 'Mother Witch', 'Dark Prince', 'Fireball', 'Bandit', 'Barbarian Barrel']"
648,63,"['Prince', 'Giant', 'Electro Wizard', 'Dark Prince', 'Fireball', 'Miner', 'Mega Minion', 'Zap']"
649,63,"['Ram Rider', 'Inferno Dragon', 'Magic Archer', 'Lumberjack', 'Fireball', 'Bandit', 'Ice Golem', 'Barbarian Barrel']"
650,63,"['Royal Giant', 'Mother Witch', 'Fireball', 'Fisherman', 'Mega Minion', 'The Log', 'Skeletons', 'Electro Spirit']"
651,63,"['Royal Giant', 'Mother Witch', 'Hunter', 'Fireball', 'Fisherman', 'The Log', 'Skeletons', 'Electro Spirit']"
652,63,"['Royal Recruits', 'Royal Hogs', 'Flying Machine', 'Zappies', 'Goblin Cage', 'Fireball', 'Arrows', 'Barbarian Barrel']"
653,63,"['Sparky', 'Goblin Giant', 'Elite Barbarians', 'Electro Wizard', 'Dark Prince', 'Mega Minion', 'Rage', 'Zap']"
654,63,"['Three Musketeers', 'Elixir Collector', 'Hunter', 'Royal Ghost', 'Bandit', 'Ice Golem', 'Barbarian Barrel', 'Heal Spirit']"
655,63,"['Valkyrie', 'Hog Rider', 'Tesla', 'Firecracker', 'Earthquake', 'The Log', 'Skeletons', 'Fire Spirit']"
656,64,"['Balloon', 'Electro Dragon', 'Bowler', 'Inferno Dragon', 'Lumberjack', 'Freeze', 'Tornado', 'Barbarian Barrel']"
657,64,"['Balloon', 'Musketeer', 'Bomb Tower', 'Miner', 'Ice Golem', 'Barbarian Barrel', 'Giant Snowball', 'Skeletons']"
658,64,"['Bomb Tower', 'Fireball', 'Miner', 'Knight', 'Wall Breakers', 'Spear Goblins', 'Bats', 'The Log']"
659,64,"['Cannon Cart', 'Minion Horde', 'Mortar', 'Fireball', 'Miner', 'Goblin Gang', 'Spear Goblins', 'The Log']"
660,64,"['Cannon Cart', 'Royal Hogs', 'Mother Witch', 'Skeleton Dragons', 'Goblin Cage', 'Fireball', 'The Log', 'Skeletons']"
661,64,"['Electro Giant', 'Lightning', 'Inferno Dragon', 'Mother Witch', 'Dark Prince', 'Goblin Cage', 'Tornado', 'Bomber']"
662,64,"['Goblin Giant', 'Prince', 'Dark Prince', 'Fireball', 'Goblin Gang', 'Spear Goblins', 'Bats', 'Zap']"
663,64,"['Inferno Tower', 'Hog Rider', 'Fireball', 'Princess', 'Skeleton Army', 'Goblin Gang', 'Goblin Barrel', 'The Log']"
664,64,"['Lava Hound', 'Balloon', 'Barbarians', 'Inferno Dragon', 'Skeleton Dragons', 'Miner', 'Arrows', 'Zap']"
665,64,"['Lava Hound', 'Flying Machine', 'Skeleton Dragons', 'Goblin Cage', 'Miner', 'Guards', 'Mega Minion', 'Arrows']"
666,64,"['Magic Archer', 'Valkyrie', 'Bomb Tower', 'Miner', 'Tornado', 'Wall Breakers', 'Spear Goblins', 'The Log']"
667,64,"['Mega Knight', 'Balloon', 'Hunter', 'Miner', 'Fisherman', 'Mega Minion', 'Tombstone', 'Arrows']"
668,64,"['Mega Knight', 'Ram Rider', 'Inferno Dragon', 'Electro Wizard', 'Poison', 'Bandit', 'Barbarian Barrel', 'Giant Snowball']"
669,64,"['Mega Knight', 'Sparky', 'Prince', 'Wizard', 'Inferno Dragon', 'Skeleton Army', 'Skeleton Barrel', 'Fire Spirit']"
670,64,"['Musketeer', 'Hog Rider', 'Fireball', 'Cannon', 'Ice Golem', 'The Log', 'Skeletons', 'Ice Spirit']"
671,64,"['P.E.K.K.A', 'Electro Wizard', 'Magic Archer', 'Battle Ram', 'Fireball', 'Royal Ghost', 'Bandit', 'Zap']"
672,64,"['P.E.K.K.A', 'Elite Barbarians', 'Electro Wizard', 'Mother Witch', 'Battle Ram', 'Fireball', 'Fisherman', 'Zap']"
673,64,"['P.E.K.K.A', 'Lightning', 'Ram Rider', 'Electro Wizard', 'Baby Dragon', 'Bandit', 'Barbarian Barrel', 'Giant Snowball']"
674,64,"['Prince', 'Giant', 'Electro Wizard', 'Dark Prince', 'Fireball', 'Miner', 'Mega Minion', 'Zap']"
675,64,"['Royal Giant', 'Mother Witch', 'Fireball', 'Fisherman', 'Mega Minion', 'The Log', 'Skeletons', 'Electro Spirit']"
676,64,"['Royal Giant', 'Mother Witch', 'Hunter', 'Fireball', 'Fisherman', 'The Log', 'Skeletons', 'Electro Spirit']"
677,64,"['Royal Recruits', 'Royal Hogs', 'Flying Machine', 'Zappies', 'Goblin Cage', 'Fireball', 'Arrows', 'Barbarian Barrel']"
678,64,"['Sparky', 'Goblin Giant', 'Elite Barbarians', 'Electro Wizard', 'Dark Prince', 'Mega Minion', 'Rage', 'Zap']"
679,64,"['Three Musketeers', 'Elixir Collector', 'Hunter', 'Royal Ghost', 'Bandit', 'Ice Golem', 'Barbarian Barrel', 'Heal Spirit']"
680,64,"['X-Bow', 'Tesla', 'Fireball', 'Archers', 'Knight', 'The Log', 'Skeletons', 'Electro Spirit']"
681,65,"['Balloon', 'Electro Dragon', 'Bowler', 'Inferno Dragon', 'Lumberjack', 'Freeze', 'Tornado', 'Barbarian Barrel']"
682,65,"['Balloon', 'Musketeer', 'Bomb Tower', 'Miner', 'Ice Golem', 'Barbarian Barrel', 'Giant Snowball', 'Skeletons']"
683,65,"['Bomb Tower', 'Fireball', 'Miner', 'Knight', 'Wall Breakers', 'Spear Goblins', 'Bats', 'The Log']"
684,65,"['Cannon Cart', 'Minion Horde', 'Mortar', 'Fireball', 'Miner', 'Goblin Gang', 'Spear Goblins', 'The Log']"
685,65,"['Cannon Cart', 'Royal Hogs', 'Mother Witch', 'Skeleton Dragons', 'Goblin Cage', 'Fireball', 'The Log', 'Skeletons']"
686,65,"['Electro Giant', 'Lightning', 'Inferno Dragon', 'Mother Witch', 'Dark Prince', 'Goblin Cage', 'Tornado', 'Bomber']"
687,65,"['Goblin Giant', 'Prince', 'Dark Prince', 'Fireball', 'Goblin Gang', 'Spear Goblins', 'Bats', 'Zap']"
688,65,"['Golem', 'Electro Dragon', 'Cannon Cart', 'Lumberjack', 'Baby Dragon', 'Mega Minion', 'Tornado', 'Barbarian Barrel']"
689,65,"['Golem', 'Electro Dragon', 'Night Witch', 'Skeleton Dragons', 'Fireball', 'Fisherman', 'Guards', 'Tornado']"
690,65,"['Graveyard', 'Baby Dragon', 'Goblin Cage', 'Fireball', 'Ice Wizard', 'Knight', 'Tornado', 'Barbarian Barrel']"
