,gamemode,battletime,p1.name,p2.name,p1.crowns,p2.crowns,p1.card_1,p1.card_2,p1.card_3,p1.card_4,p1.card_5,p1.card_6,p1.card_7,p1.card_8,p2.card_1,p2.card_2,p2.card_3,p2.card_4,p2.card_5,p2.card_6,p2.card_7,p2.card_8
0,Ladder,20211014T020609.000Z,jorge navarrete,ᴀɴɢ★ᴍᴇᴛᴀᴛʀᴏɴ⚡,1,0,Cannon,The Log,Hog Rider,Musketeer,Skeletons,Fireball,Ice Spirit,Ice Golem,Rascals,Prince,Dart Goblin,Princess,Goblin Gang,Goblin Barrel,Rocket,The Log
1,Ladder,20211014T020212.000Z,jorge navarrete,AL | Perfect ❤️,0,1,Cannon,The Log,Hog Rider,Musketeer,Skeletons,Fireball,Ice Spirit,Ice Golem,Lumberjack,Barbarian Barrel,Bowler,Balloon,Electro Dragon,Inferno Dragon,Freeze,Tornado
2,Ladder,20211014T015621.000Z,jorge navarrete,Juan David,0,1,Cannon,The Log,Hog Rider,Musketeer,Skeletons,Fireball,Ice Spirit,Ice Golem,Lava Hound,Skeleton Army,Inferno Dragon,Minions,Fireball,Balloon,Bomber,Giant Snowball
3,Ladder,20211014T015213.000Z,jorge navarrete,Luciffer 69,0,3,Cannon,The Log,Hog Rider,Musketeer,Skeletons,Fireball,Ice Spirit,Ice Golem,Furnace,Fireball,Flying Machine,Barbarian Barrel,Goblin Hut,Cannon Cart,Elite Barbarians,Mother Witch
12,Ladder,20211014T011538.000Z,jorge navarrete,Ziad,1,0,Cannon,The Log,Hog Rider,Musketeer,Skeletons,Fireball,Ice Spirit,Ice Golem,Dark Prince,Electro Wizard,Goblin Giant,Mega Minion,Mini P.E.K.K.A,Rage,Sparky,Zap
13,Ladder,20211014T011116.000Z,jorge navarrete,Limit I ぼん,0,1,Cannon,The Log,Hog Rider,Musketeer,Skeletons,Fireball,Ice Spirit,Ice Golem,P.E.K.K.A,Executioner,Inferno Dragon,Dark Prince,Graveyard,Electro Spirit,Tornado,Freeze
14,Ladder,20211014T010654.000Z,jorge navarrete,清歌丨Nicoco23¶,0,1,Cannon,The Log,Hog Rider,Musketeer,Skeletons,Fireball,Ice Spirit,Ice Golem,Goblin Giant,Sparky,Elite Barbarians,Mother Witch,Heal Spirit,Minions,Rage,Zap
15,Ladder,20211014T010312.000Z,jorge navarrete,Armando BR™,1,0,Cannon,The Log,Hog Rider,Musketeer,Skeletons,Fireball,Ice Spirit,Ice Golem,Golem,Night Witch,Baby Dragon,Skeleton Dragons,Elite Barbarians,Tornado,Fireball,Barbarian Barrel
16,Ladder,20211014T005814.000Z,jorge navarrete,ノブーーー,1,0,Cannon,The Log,Hog Rider,Musketeer,Skeletons,Fireball,Ice Spirit,Ice Golem,Valkyrie,Tesla,Rocket,Goblin Barrel,Princess,Ice Spirit,Skeletons,The Log
17,Ladder,20211014T005322.000Z,jorge navarrete,♤ FIĐEL ♤,1,0,Cannon,The Log,Hog Rider,Musketeer,Skeletons,Fireball,Ice Spirit,Ice Golem,Royal Recruits,Minions,Balloon,Miner,Inferno Dragon,Fireball,Lumberjack,Zap
18,Ladder,20211014T004942.000Z,jorge navarrete,⚡️Ⓜ️ elmelegy⚡️,1,0,Cannon,The Log,Hog Rider,Musketeer,Skeletons,Fireball,Ice Spirit,Ice Golem,P.E.K.K.A,Bandit,Battle Ram,Royal Ghost,Magic Archer,Electro Wizard,Zap,Fireball
19,Ladder,20211014T004436.000Z,jorge navarrete,EA Gabs™️✨,1,2,Cannon,The Log,Hog Rider,Musketeer,Skeletons,Fireball,Ice Spirit,Ice Golem,Lava Hound,Skeleton Army,Inferno Dragon,Minions,Balloon,Bomber,Fireball,Giant Snowball
20,Ladder,20211014T004021.000Z,jorge navarrete,CMG ⚡SamHeяø⚡,0,1,Cannon,The Log,Hog Rider,Musketeer,Skeletons,Fireball,Ice Spirit,Ice Golem,P.E.K.K.A,Electro Wizard,Royal Ghost,Battle Ram,Bandit,Fireball,Zap,Magic Archer
21,Ladder,20211014T003601.000Z,jorge navarrete,ByMateo❤,0,1,Cannon,The Log,Hog Rider,Musketeer,Skeletons,Fireball,Ice Spirit,Ice Golem,Arrows,Balloon,Barbarians,Skeleton Army,Ice Wizard,Royal Hogs,Inferno Dragon,Zap
22,Ladder,20211014T003158.000Z,jorge navarrete,Caja De Arena,0,1,Cannon,The Log,Hog Rider,Musketeer,Skeletons,Fireball,Ice Spirit,Ice Golem,Lumberjack,Inferno Dragon,Tornado,Freeze,Bowler,Balloon,Baby Dragon,Barbarian Barrel
23,Ladder,20211014T002705.000Z,jorge navarrete,PowerStrike,0,1,Cannon,The Log,Hog Rider,Musketeer,Skeletons,Fireball,Ice Spirit,Ice Golem,Goblin Drill,Wall Breakers,Fireball,Fire Spirit,Inferno Tower,Valkyrie,The Log,Spear Goblins
24,Ladder,20211014T002221.000Z,jorge navarrete,Ziad,1,0,Cannon,The Log,Hog Rider,Musketeer,Skeletons,Fireball,Ice Spirit,Ice Golem,Dark Prince,Electro Wizard,Goblin Giant,Mega Minion,Mini P.E.K.K.A,Rage,Sparky,Zap
0,Ladder,20211013T195224.000Z,Nova I Matt™,⚡Fran Insane⚡,0,0,Ice Golem,Hog Rider,Musketeer,Fireball,Ice Spirit,Cannon,Skeletons,The Log,Goblin Barrel,Dart Goblin,Fireball,Skeleton Army,Inferno Tower,Skeleton Barrel,The Log,Valkyrie
1,Ladder,20211013T194540.000Z,Nova I Matt™,Viníciusツ™,0,0,Ice Golem,Hog Rider,Musketeer,Fireball,Ice Spirit,Cannon,Skeletons,The Log,Lava Hound,Flying Machine,Guards,Miner,Mega Minion,Fireball,Goblin Cage,Baby Dragon
2,Ladder,20211013T043210.000Z,Nova I Matt™,Will X,1,0,Ice Golem,Hog Rider,Musketeer,Fireball,Ice Spirit,Cannon,Skeletons,The Log,Ice Golem,Balloon,Zap,Fireball,Miner,Inferno Dragon,Goblin Cage,Mega Minion
3,Ladder,20211013T042556.000Z,Nova I Matt™,EA Alex✨,0,1,Ice Golem,Hog Rider,Musketeer,Fireball,Ice Spirit,Cannon,Skeletons,The Log,Royal Giant,Barbarians,Fireball,Zap,Ice Wizard,Inferno Dragon,Miner,Tornado
4,Ladder,20211012T120155.000Z,Nova I Matt™,⚡Đ₳Ɽ₭悪,1,0,Ice Golem,Hog Rider,Musketeer,Fireball,Ice Spirit,Cannon,Skeletons,The Log,Golem,Elite Barbarians,Baby Dragon,Skeleton Dragons,Barbarian Barrel,Night Witch,Fireball,Tornado
8,Ladder,20211011T231224.000Z,Nova I Matt™,Adrian 11,0,1,Royal Giant,Skeletons,The Log,Mother Witch,Electro Spirit,Fisherman,Fireball,Mega Minion,Arrows,Tombstone,Giant,The Log,Bandit,Electro Wizard,Inferno Dragon,Sparky
9,Ladder,20211011T230744.000Z,Nova I Matt™,Hxm❤️Bandit,0,1,Ice Golem,Hog Rider,Musketeer,Fireball,Ice Spirit,Cannon,Skeletons,The Log,Barbarian Barrel,Royal Ghost,Ice Golem,Three Musketeers,Bandit,Elixir Collector,Elite Barbarians,Heal Spirit
10,Ladder,20211011T211326.000Z,Nova I Matt™,TRB Wallace,0,1,Ice Golem,Hog Rider,Musketeer,Fireball,Ice Spirit,Cannon,Skeletons,The Log,Skeletons,Fire Spirit,Bomber,Royal Ghost,Bandit,Tesla,Princess,Goblin Drill
11,Ladder,20211011T210838.000Z,Nova I Matt™,~♤Gianpaolo♤~,1,0,Ice Golem,Hog Rider,Musketeer,Fireball,Ice Spirit,Cannon,Skeletons,The Log,Mother Witch,Zap,Fireball,Fisherman,P.E.K.K.A,Elite Barbarians,Electro Wizard,Battle Ram
12,Ladder,20211011T210358.000Z,Nova I Matt™,-QTR-,0,1,Ice Golem,Hog Rider,Musketeer,Fireball,Ice Spirit,Cannon,Skeletons,The Log,Royal Giant,Fisherman,The Log,Hunter,Electro Spirit,Mother Witch,Fireball,Skeletons
13,Ladder,20211011T205516.000Z,Nova I Matt™,✨YAHO✨,1,0,Ice Golem,Hog Rider,Musketeer,Fireball,Ice Spirit,Cannon,Skeletons,The Log,Lava Hound,Balloon,Mega Minion,Skeleton Dragons,Tombstone,Barbarians,Fireball,Zap
14,Ladder,20211011T195859.000Z,Nova I Matt™,RS たぁ,0,3,Ice Golem,Hog Rider,Musketeer,Fireball,Ice Spirit,Cannon,Skeletons,The Log,Valkyrie,Tesla,Princess,Goblin Barrel,Skeletons,Tornado,The Log,Rocket
15,Ladder,20211011T195549.000Z,Nova I Matt™,EA Gabs™️✨,0,3,The Log,Skeletons,Tesla,Valkyrie,Firecracker,Earthquake,Ice Spirit,Hog Rider,Giant Snowball,Mega Minion,Barbarian Barrel,Tornado,Bowler,Golem,Inferno Dragon,Graveyard
16,Ladder,20211011T195315.000Z,Nova I Matt™,デブタスク,0,1,Ice Golem,Hog Rider,Musketeer,Fireball,Ice Spirit,Cannon,Skeletons,The Log,Valkyrie,Hog Rider,Firecracker,Earthquake,Skeletons,Fire Spirit,Tesla,The Log
17,Ladder,20211011T194457.000Z,Nova I Matt™,Luiz Ricardo,1,0,Ice Golem,Hog Rider,Musketeer,Fireball,Ice Spirit,Cannon,Skeletons,The Log,Hog Rider,Ice Golem,Fireball,Musketeer,Ice Spirit,Skeletons,Cannon,The Log
18,Ladder,20211011T193705.000Z,Nova I Matt™,CHN 丨predator,1,0,Ice Golem,Hog Rider,Musketeer,Fireball,Ice Spirit,Cannon,Skeletons,The Log,Valkyrie,Spear Goblins,Tesla,The Log,Wall Breakers,Bats,Fireball,Miner
19,Ladder,20211011T193213.000Z,Nova I Matt™,PY LUCAS⛔DANGER,1,0,Ice Golem,Hog Rider,Musketeer,Fireball,Ice Spirit,Cannon,Skeletons,The Log,Royal Giant,Fisherman,Barbarian Barrel,Mega Minion,Dark Prince,Mother Witch,Fireball,Goblin Cage
20,Ladder,20211011T192605.000Z,Nova I Matt™,♣️♦️Pedal♥️♠️,1,0,Ice Golem,Hog Rider,Musketeer,Fireball,Ice Spirit,Cannon,Skeletons,The Log,Royal Recruits,Wall Breakers,Royal Ghost,Elite Barbarians,Princess,Executioner,Bandit,Goblin Drill
21,Ladder,20211011T184350.000Z,Nova I Matt™,Renan♥️Larissa♬,0,1,Ice Golem,Hog Rider,Musketeer,Fireball,Ice Spirit,Cannon,Skeletons,The Log,Golem,Night Witch,Electro Dragon,Skeleton Dragons,Tornado,Fireball,Guards,Fisherman
22,Ladder,20211011T183815.000Z,Nova I Matt™,Renan Cava,0,1,Ice Golem,Hog Rider,Musketeer,Fireball,Ice Spirit,Cannon,Skeletons,The Log,Royal Hogs,Mother Witch,The Log,Mirror,Skeleton Dragons,Skeletons,Goblin Cage,Fireball
23,Ladder,20211011T183211.000Z,Nova I Matt™,The Goat,0,1,Ice Golem,Hog Rider,Musketeer,Fireball,Ice Spirit,Cannon,Skeletons,The Log,Valkyrie,Skeleton Barrel,Goblin Barrel,Wall Breakers,Tesla,Firecracker,Goblin Gang,Skeleton Army
24,Ladder,20211011T182451.000Z,Nova I Matt™,arian,1,0,Ice Golem,Hog Rider,Musketeer,Fireball,Ice Spirit,Cannon,Skeletons,The Log,Hog Rider,Inferno Dragon,Bomber,Freeze,Zap,Mega Knight,Bats,Prince
21,Ladder,20211010T012150.000Z,eXeF,ᴊᴇꜱ✨,1,0,Graveyard,Knight,Baby Dragon,Tornado,Barbarian Barrel,Goblin Cage,Poison,Mega Minion,Giant Skeleton,Hog Rider,Fireball,Barbarian Barrel,Goblin Cage,Tornado,Mega Minion,Magic Archer
22,Ladder,20211010T011611.000Z,eXeF,D◇E◇R◇E◇K,1,0,Graveyard,Knight,Baby Dragon,Tornado,Barbarian Barrel,Goblin Cage,Poison,Mega Minion,Lava Hound,Balloon,Mega Minion,Skeleton Dragons,Fireball,Zap,Tombstone,Guards
23,Ladder,20211010T010856.000Z,eXeF,T.S.E.⚡巴萨,1,0,Graveyard,Knight,Baby Dragon,Tornado,Barbarian Barrel,Goblin Cage,Poison,Mega Minion,The Log,Guards,Furnace,Inferno Tower,Dark Prince,Miner,Fireball,Minion Horde
24,Ladder,20211010T010457.000Z,eXeF,LUCAS,1,0,Graveyard,Knight,Baby Dragon,Tornado,Barbarian Barrel,Goblin Cage,Poison,Mega Minion,Bats,The Log,Tesla,Spear Goblins,Fireball,Wall Breakers,Miner,Valkyrie
0,Ladder,20211013T183256.000Z,Real Madrid,dragon gf,0,1,Ice Golem,Hog Rider,Musketeer,Fireball,Electro Spirit,Skeletons,Cannon,The Log,Freeze,Princess,Musketeer,Valkyrie,Hog Rider,Mini P.E.K.K.A,Arrows,The Log
1,Ladder,20211013T182708.000Z,Real Madrid,Super Javi,1,0,Ice Golem,Hog Rider,Musketeer,Fireball,Electro Spirit,Skeletons,Cannon,The Log,Fireball,Bandit,P.E.K.K.A,Royal Ghost,Electro Wizard,Skeleton Dragons,Zap,Battle Ram
2,Ladder,20211013T182228.000Z,Real Madrid,⭐️King⭐️Texas⚡️,1,0,Ice Golem,Hog Rider,Musketeer,Fireball,Electro Spirit,Skeletons,Cannon,The Log,Bandit,Electro Wizard,Inferno Dragon,Fireball,Giant Snowball,Barbarian Barrel,Mega Knight,Ram Rider
3,Ladder,20211013T153917.000Z,Real Madrid,スイッチ,1,0,Ice Golem,Hog Rider,Musketeer,Fireball,Electro Spirit,Skeletons,Cannon,The Log,Ice Spirit,The Log,X-Bow,Archers,Skeletons,Tesla,Fireball,Ice Golem
4,Ladder,20211013T151925.000Z,Real Madrid,NS丨摇曳の<c2>灯火,1,0,Ice Golem,Hog Rider,Musketeer,Fireball,Electro Spirit,Skeletons,Cannon,The Log,Prince,Rascals,Goblin Gang,Princess,Dart Goblin,The Log,Rocket,Goblin Barrel
5,Ladder,20211012T162155.000Z,Real Madrid,S I,1,0,Ice Golem,Hog Rider,Musketeer,Fireball,Electro Spirit,Skeletons,Cannon,The Log,Three Musketeers,Royal Ghost,Bandit,Hunter,Royal Hogs,Ice Golem,Heal Spirit,Barbarian Barrel
6,Ladder,20211012T161622.000Z,Real Madrid,Logbait God,1,0,Ice Golem,Hog Rider,Musketeer,Fireball,Electro Spirit,Skeletons,Cannon,The Log,Princess,The Log,Knight,Goblin Gang,Electro Spirit,Goblin Barrel,Rocket,Inferno Tower
7,Ladder,20211012T122720.000Z,Real Madrid,超アツヤマ,0,1,Ice Golem,Hog Rider,Musketeer,Fireball,Electro Spirit,Skeletons,Cannon,The Log,Spear Goblins,Wall Breakers,Magic Archer,Tornado,The Log,Miner,Valkyrie,Tesla
8,Ladder,20211012T122126.000Z,Real Madrid,™ Bewar ™,1,2,Ice Golem,Hog Rider,Musketeer,Fireball,Electro Spirit,Skeletons,Cannon,The Log,Mega Minion,Lava Hound,Skeleton Dragons,Fireball,Tombstone,Balloon,Barbarians,Zap
9,Ladder,20211012T121619.000Z,Real Madrid,FN｜不羁lc,1,0,Ice Golem,Hog Rider,Musketeer,Fireball,Electro Spirit,Skeletons,Cannon,The Log,Baby Dragon,Heal Spirit,Elixir Golem,Battle Healer,Electro Dragon,Tornado,Barbarian Barrel,Barbarian Hut
10,Ladder,20211012T120822.000Z,Real Madrid,Schattentöter,1,0,Ice Golem,Hog Rider,Musketeer,Fireball,Electro Spirit,Skeletons,Cannon,The Log,X-Bow,Archers,Tesla,The Log,Electro Spirit,Fireball,Skeletons,Knight
11,Ladder,20211012T120457.000Z,Real Madrid,M O R E N O,1,3,Ice Golem,Hog Rider,Musketeer,Fireball,Electro Spirit,Skeletons,Cannon,The Log,Lava Hound,Inferno Dragon,Balloon,Tombstone,Fireball,Zap,Minions,Barbarians
12,Ladder,20211012T115400.000Z,Real Madrid,Bidzo™,0,3,Ice Golem,Hog Rider,Musketeer,Fireball,Electro Spirit,Skeletons,Cannon,The Log,Ice Golem,Hog Rider,Musketeer,Fire Spirit,Skeletons,Cannon,Fireball,The Log
13,Ladder,20211012T101434.000Z,Real Madrid,超アツヤマ,0,3,Ice Golem,Hog Rider,Musketeer,Fireball,Electro Spirit,Skeletons,Cannon,The Log,Spear Goblins,Wall Breakers,Magic Archer,Tornado,The Log,Miner,Valkyrie,Tesla
14,Ladder,20211012T101139.000Z,Real Madrid,anarchy,1,0,Ice Golem,Hog Rider,Musketeer,Fireball,Electro Spirit,Skeletons,Cannon,The Log,Balloon,Hunter,Miner,Ice Golem,Giant Snowball,Bats,The Log,Royal Delivery
0,Ladder,20211013T170351.000Z,♡｜Mastani✨,Mannuel™,0,1,Ice Golem,Cannon,Musketeer,Fireball,Skeletons,Ice Spirit,Hog Rider,The Log,Fisherman,Skeletons,Mega Minion,Mother Witch,Electro Spirit,The Log,Fireball,Royal Giant
1,Ladder,20211013T170029.000Z,♡｜Mastani✨,BS I Zerkii,0,1,Hog Rider,Bats,The Log,Princess,Rocket,Mini P.E.K.K.A,Ice Golem,Electro Spirit,Skeletons,Tesla,X-Bow,Archers,Knight,Fireball,Electro Spirit,The Log
2,Ladder,20211013T165425.000Z,♡｜Mastani✨,el magia belico,0,3,Hog Rider,Bats,The Log,Princess,Rocket,Mini P.E.K.K.A,Ice Golem,Electro Spirit,Goblin Giant,Sparky,Mega Minion,Elite Barbarians,Heal Spirit,Mother Witch,Zap,Rage
3,Ladder,20211013T165201.000Z,♡｜Mastani✨,Hxm❤️Bandit,0,1,Hog Rider,Bats,The Log,Princess,Rocket,Mini P.E.K.K.A,Ice Golem,Electro Spirit,Barbarian Barrel,Royal Ghost,Ice Golem,Three Musketeers,Sparky,Hunter,Royal Hogs,Heal Spirit
0,Ladder,20211013T145138.000Z,Onaya❤️Hog,Muhammed❤️الله,1,0,Ice Golem,Hog Rider,Musketeer,Cannon,Ice Spirit,Skeletons,Fireball,The Log,Hunter,Firecracker,Heal Spirit,Barbarians,The Log,Earthquake,Royal Delivery,Royal Hogs
1,Ladder,20211013T144549.000Z,Onaya❤️Hog,good bye life,1,0,Ice Golem,Hog Rider,Musketeer,Cannon,Ice Spirit,Skeletons,Fireball,The Log,Bomber,Lumberjack,Mega Minion,Tornado,Golem,Elite Barbarians,Baby Dragon,Electro Dragon
2,Ladder,20211013T144237.000Z,Onaya❤️Hog,Simone,0,1,Ice Golem,Hog Rider,Musketeer,Cannon,Ice Spirit,Skeletons,Fireball,The Log,Rocket,Goblin Barrel,Minion Horde,Goblin Hut,Prince,Skeleton Army,Valkyrie,Arrows
3,Ladder,20211013T143710.000Z,Onaya❤️Hog,BigJaspTV ⚡,1,0,Ice Golem,Hog Rider,Musketeer,Cannon,Ice Spirit,Skeletons,Fireball,The Log,P.E.K.K.A,Bandit,Dark Prince,Ram Rider,Magic Archer,Electro Wizard,Zap,Fireball
4,Ladder,20211013T142800.000Z,Onaya❤️Hog,♠️11_DĄVĮD_11♠️,3,0,Ice Golem,Hog Rider,Musketeer,Cannon,Ice Spirit,Skeletons,Fireball,The Log,Inferno Dragon,Rascals,Hog Rider,Fireball,Mortar,Goblin Gang,Bats,The Log
5,Ladder,20211013T142518.000Z,Onaya❤️Hog,Hicham❤Snipe,1,0,Ice Golem,Hog Rider,Musketeer,Cannon,Ice Spirit,Skeletons,Fireball,The Log,Giant,Sparky,Minion Horde,Zap,Bats,Arrows,Mini P.E.K.K.A,Skeleton Army
6,Ladder,20211013T142044.000Z,Onaya❤️Hog,TQ iAmJP,0,1,Ice Golem,Hog Rider,Musketeer,Cannon,Ice Spirit,Skeletons,Fireball,The Log,Bandit,Electro Wizard,Fireball,Inferno Dragon,Magic Archer,Mega Knight,Mother Witch,Ram Rider
7,Ladder,20211013T141641.000Z,Onaya❤️Hog,sachan,0,1,Ice Golem,Hog Rider,Musketeer,Cannon,Ice Spirit,Skeletons,Fireball,The Log,Arrows,Guards,Miner,Goblin Cage,Mega Minion,Skeleton Dragons,Flying Machine,Lava Hound
8,Ladder,20211013T141242.000Z,Onaya❤️Hog,Aka,0,1,Ice Golem,Hog Rider,Musketeer,Cannon,Ice Spirit,Skeletons,Fireball,The Log,Electro Spirit,Skeletons,Balloon,Valkyrie,Miner,Zap,Tornado,Executioner
1,Ladder,20211013T180008.000Z,CHN丨Clappix✨,Maxcol❤,1,0,Ice Golem,Hog Rider,Musketeer,Fireball,Ice Spirit,Skeletons,Cannon,The Log,P.E.K.K.A,Electro Wizard,Minions,Zap,Dark Prince,Bandit,Battle Ram,Fireball
2,Ladder,20211013T175537.000Z,CHN丨Clappix✨,RiotRiotRiot,1,0,Ice Golem,Hog Rider,Musketeer,Fireball,Ice Spirit,Skeletons,Cannon,The Log,Zappies,Skeleton Barrel,Cannon Cart,Giant Skeleton,Tornado,Clone,Fisherman,Witch
3,Ladder,20211013T174749.000Z,CHN丨Clappix✨,Megalodon,1,0,Ice Golem,Hog Rider,Musketeer,Fireball,Ice Spirit,Skeletons,Cannon,The Log,Musketeer,Cannon,Fireball,Hog Rider,Skeletons,Ice Spirit,The Log,Ice Golem
4,Ladder,20211013T174255.000Z,CHN丨Clappix✨,Dam!,1,0,Ice Golem,Hog Rider,Musketeer,Fireball,Ice Spirit,Skeletons,Cannon,The Log,Musketeer,The Log,Hog Rider,Cannon,Skeletons,Ice Golem,Ice Spirit,Fireball
5,Ladder,20211013T173808.000Z,CHN丨Clappix✨,CoCoMan,0,1,Ice Golem,Hog Rider,Musketeer,Fireball,Ice Spirit,Skeletons,Cannon,The Log,Skeleton Barrel,Fireball,The Log,Bomb Tower,Goblin Barrel,Skeletons,Knight,Dart Goblin
6,Ladder,20211013T173244.000Z,CHN丨Clappix✨,Noah,1,0,Ice Golem,Hog Rider,Musketeer,Fireball,Ice Spirit,Skeletons,Cannon,The Log,Electro Giant,Dark Prince,Inferno Dragon,Mother Witch,Bomber,Goblin Cage,Tornado,Lightning
8,Ladder,20211013T141141.000Z,CHN丨Clappix✨,Valky❤️rage,1,0,Ice Golem,Hog Rider,Musketeer,Fireball,Ice Spirit,Skeletons,Cannon,The Log,Elite Barbarians,Goblin Giant,Mega Minion,Heal Spirit,Mother Witch,Rage,Sparky,Zap
9,Ladder,20211013T140759.000Z,CHN丨Clappix✨,ＣＲＡＺＹ ＨＵＬＫ•שטן•,1,0,Ice Golem,Hog Rider,Musketeer,Fireball,Ice Spirit,Skeletons,Cannon,The Log,Heal Spirit,Royal Ghost,Bandit,Elite Barbarians,Battle Ram,Mother Witch,Magic Archer,Barbarian Barrel
10,Ladder,20211013T140404.000Z,CHN丨Clappix✨,徳島の希望 l Ryu2,0,1,Ice Golem,Hog Rider,Musketeer,Fireball,Ice Spirit,Skeletons,Cannon,The Log,Skeletons,Fire Spirit,Firecracker,Tesla,Valkyrie,Hog Rider,Earthquake,The Log
11,Ladder,20211013T132357.000Z,CHN丨Clappix✨,Arson,0,1,Ice Golem,Cannon,Musketeer,Fireball,Skeletons,Ice Spirit,Hog Rider,The Log,Baby Dragon,Barbarian Barrel,Cannon Cart,Electro Dragon,Golem,Lumberjack,Mega Minion,Tornado
12,Ladder,20211013T131938.000Z,CHN丨Clappix✨,Nova I Arma™,0,1,Ice Golem,Cannon,Musketeer,Fireball,Skeletons,Ice Spirit,Hog Rider,The Log,Knight,Rocket,Goblin Gang,The Log,Ice Spirit,Goblin Barrel,Inferno Tower,Princess
13,Ladder,20211013T131404.000Z,CHN丨Clappix✨,guti,1,0,Ice Golem,Cannon,Musketeer,Fireball,Skeletons,Ice Spirit,Hog Rider,The Log,Electro Wizard,Mega Minion,Dark Prince,Miner,Zap,Fireball,Giant,Prince
18,Ladder,20211013T122834.000Z,CHN丨Clappix✨,Carlos07♡,1,0,Ice Golem,Cannon,Musketeer,Fireball,Skeletons,Ice Spirit,Hog Rider,The Log,P.E.K.K.A,Ram Rider,Electro Wizard,Bandit,Fireball,Barbarian Barrel,Dark Prince,Mother Witch
19,Ladder,20211013T122259.000Z,CHN丨Clappix✨,ㅤㅤ,0,3,Ice Golem,Cannon,Musketeer,Fireball,Skeletons,Ice Spirit,Hog Rider,The Log,Mega Knight,Prince,Elite Barbarians,Arrows,Rage,Wizard,Bandit,Bats
20,Ladder,20211013T122133.000Z,CHN丨Clappix✨,Dinosaur,0,1,Ice Golem,Cannon,Musketeer,Fireball,Skeletons,Ice Spirit,Hog Rider,The Log,Lumberjack,Giant Snowball,Ice Golem,Bats,Balloon,Ice Spirit,Musketeer,Barbarian Barrel
21,Ladder,20211013T121641.000Z,CHN丨Clappix✨,clashwithGARRY,1,0,Ice Golem,Cannon,Musketeer,Fireball,Skeletons,Ice Spirit,Hog Rider,The Log,X-Bow,Knight,Archers,Fireball,Skeletons,Electro Spirit,The Log,Tesla
22,Ladder,20211013T120802.000Z,CHN丨Clappix✨,NOVA I LENNON,1,2,Ice Golem,Cannon,Musketeer,Fireball,Skeletons,Ice Spirit,Hog Rider,The Log,Golem,Witch,Electro Wizard,Graveyard,Miner,Giant Snowball,Arrows,Mega Minion
23,Ladder,20211013T120259.000Z,CHN丨Clappix✨,Matapasiones>:v,1,0,Ice Golem,Cannon,Musketeer,Fireball,Skeletons,Ice Spirit,Hog Rider,The Log,P.E.K.K.A,Baby Dragon,Barbarian Barrel,Ram Rider,Dark Prince,Electro Wizard,Giant Snowball,Lightning
24,Ladder,20211013T115916.000Z,CHN丨Clappix✨,뭐하는거니,0,1,Ice Golem,Cannon,Musketeer,Fireball,Skeletons,Ice Spirit,Hog Rider,The Log,Dark Prince,Goblin Cage,Mega Minion,Graveyard,Baby Dragon,Poison,Tornado,Barbarian Barrel
25,Ladder,20211011T130135.000Z,CHN丨Clappix✨,~♤Gianpaolo♤~,1,0,Hog Rider,Ice Golem,Fireball,Musketeer,Ice Spirit,Skeletons,Cannon,The Log,Mother Witch,Zap,Fireball,Fisherman,P.E.K.K.A,Elite Barbarians,Electro Wizard,Battle Ram
50,Ladder,20211002T153751.000Z,Dz I Clappix❤️✨,one,1,0,Ice Golem,Hog Rider,Musketeer,Fireball,Ice Spirit,Skeletons,Cannon,The Log,Wall Breakers,Bandit,Dark Prince,Goblin Drill,Zap,Fireball,Inferno Dragon,Bats
51,Ladder,20211002T153430.000Z,Dz I Clappix❤️✨,Jesús_MC,1,0,Ice Golem,Hog Rider,Musketeer,Fireball,Ice Spirit,Skeletons,Cannon,The Log,Mother Witch,Fireball,Royal Giant,Barbarian Barrel,Goblin Cage,Mega Minion,Dark Prince,Fisherman
52,Ladder,20211002T152911.000Z,Dz I Clappix❤️✨,ばるったん,0,1,Ice Golem,Hog Rider,Musketeer,Fireball,Ice Spirit,Skeletons,Cannon,The Log,Royal Giant,Lumberjack,Lightning,Electro Spirit,Mega Minion,Baby Dragon,Barbarian Barrel,Goblin Cage
53,Ladder,20211002T152434.000Z,Dz I Clappix❤️✨,Пik-taщer,1,0,Ice Golem,Hog Rider,Musketeer,Fireball,Ice Spirit,Skeletons,Cannon,The Log,Lava Hound,Miner,Guards,Skeleton Dragons,Flying Machine,Arrows,Tombstone,Mega Minion
54,Ladder,20211002T151939.000Z,Dz I Clappix❤️✨,<c6>Ðk I Elmer戈,0,2,Ice Golem,Hog Rider,Musketeer,Fireball,Ice Spirit,Skeletons,Cannon,The Log,Miner,Inferno Dragon,Balloon,Lava Hound,Arrows,Skeleton Dragons,Zap,Barbarians
55,Ladder,20211002T151622.000Z,Dz I Clappix❤️✨,THE｜Peace:),1,0,Ice Golem,Hog Rider,Musketeer,Fireball,Ice Spirit,Skeletons,Cannon,The Log,Ram Rider,Bandit,Inferno Dragon,Magic Archer,Zappies,Royal Recruits,Barbarian Barrel,Fireball
56,Ladder,20211002T151040.000Z,Dz I Clappix❤️✨,Falco,0,1,Ice Golem,Hog Rider,Musketeer,Fireball,Ice Spirit,Skeletons,Cannon,The Log,Royal Giant,Firecracker,Mega Minion,Cannon,Skeletons,Electro Spirit,The Log,Earthquake
